label,window,mask,risk_pct,ref_cap,boost,status,net,pf,dd_pct,monthly_pct,trades,pb_net,pb_lot,pb_n,sca_net,sca_lot,sca_n,elapsed,run_id
BOTH_r5.0,IS,3,5.0,500000.0,True,FAILED,,,,,,,,,,,,24.4,gsz_is_BOTH_r5.0_20260905022801_71ce
PBcomp_r1.0,IS,1,1.0,0.0,True,FAILED,,,,,,,,,,,,24.5,gsz_is_PBcomp_r1.0_20260905022806_8d56
PBcomp_r2.0,IS,1,2.0,0.0,True,FAILED,,,,,,,,,,,,24.5,gsz_is_PBcomp_r2.0_20260905022826_0191
PBcomp_r3.0,IS,1,3.0,0.0,True,FAILED,,,,,,,,,,,,24.5,gsz_is_PBcomp_r3.0_20260905022831_776c
SCAnb_r2.0,IS,2,2.0,500000.0,False,FAILED,,,,,,,,,,,,24.4,gsz_is_SCAnb_r2.0_20260905022850_d82d
SCAnb_r3.0,IS,2,3.0,500000.0,False,FAILED,,,,,,,,,,,,24.5,gsz_is_SCAnb_r3.0_20260905022855_7487
BASELINE,OOS,0,0.0,0.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_BASELINE_20260905022915_c50e
PB_r0.68,OOS,1,0.68,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_PB_r0.68_20260905022920_cb7c
PB_r1.0,OOS,1,1.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_PB_r1.0_20260905022939_4138
PB_r1.5,OOS,1,1.5,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_PB_r1.5_20260905022944_0b34
PB_r2.0,OOS,1,2.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_PB_r2.0_20260905023004_4543
PB_r3.0,OOS,1,3.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_PB_r3.0_20260905023009_abb2
PB_r4.0,OOS,1,4.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_PB_r4.0_20260905023028_7fea
PB_r5.0,OOS,1,5.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_PB_r5.0_20260905023033_712e
SCA_r0.68,OOS,2,0.68,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_SCA_r0.68_20260905023053_ce56
SCA_r1.0,OOS,2,1.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_SCA_r1.0_20260905023058_5bd4
SCA_r2.0,OOS,2,2.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_SCA_r2.0_20260905023117_ae0e
SCA_r3.0,OOS,2,3.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_SCA_r3.0_20260905023122_a6c8
SCA_r5.0,OOS,2,5.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_SCA_r5.0_20260905023141_874b
BOTH_r1.0,OOS,3,1.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_BOTH_r1.0_20260905023147_a337
BOTH_r2.0,OOS,3,2.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_BOTH_r2.0_20260905023206_97c6
BOTH_r3.0,OOS,3,3.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_BOTH_r3.0_20260905023211_70f0
BOTH_r5.0,OOS,3,5.0,500000.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_BOTH_r5.0_20260905023230_e133
PBcomp_r1.0,OOS,1,1.0,0.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_PBcomp_r1.0_20260905023236_77bc
PBcomp_r2.0,OOS,1,2.0,0.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_PBcomp_r2.0_20260905023255_61a7
PBcomp_r3.0,OOS,1,3.0,0.0,True,FAILED,,,,,,,,,,,,24.5,gsz_oos_PBcomp_r3.0_20260905023300_f529
SCAnb_r2.0,OOS,2,2.0,500000.0,False,FAILED,,,,,,,,,,,,24.5,gsz_oos_SCAnb_r2.0_20260905023319_91cb
SCAnb_r3.0,OOS,2,3.0,500000.0,False,FAILED,,,,,,,,,,,,24.5,gsz_oos_SCAnb_r3.0_20260905023325_4957
