proposal_id,family,description,parameter_json
M011,R2,BB逸脱の寿命32本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":32,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
M012,R3,RSI寿命4本・BB寿命4本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":4,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":4,""RsiResetOnMAFlip"":false}"
M013,R3,RSI寿命4本・BB寿命16本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":16,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":4,""RsiResetOnMAFlip"":false}"
M014,R3,RSI寿命16本・BB寿命4本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":4,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":16,""RsiResetOnMAFlip"":false}"
M015,R3,RSI寿命16本・BB寿命16本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":16,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":16,""RsiResetOnMAFlip"":false}"
M016,R4,MA反転で失効,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":true}"
M017,R5,保有中に消費,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":true,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
M018,R6,両寿命4本・MA反転=True・保有中消費=False,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":4,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":4,""RsiResetOnMAFlip"":true}"
M019,R6,両寿命4本・MA反転=False・保有中消費=True,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":4,""RsiConsumeWhileHeld"":true,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":4,""RsiResetOnMAFlip"":false}"
M020,R6,両寿命4本・MA反転=True・保有中消費=True,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":4,""RsiConsumeWhileHeld"":true,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":4,""RsiResetOnMAFlip"":true}"
M021,R6,両寿命16本・MA反転=True・保有中消費=False,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":16,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":16,""RsiResetOnMAFlip"":true}"
M022,R6,両寿命16本・MA反転=False・保有中消費=True,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":16,""RsiConsumeWhileHeld"":true,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":16,""RsiResetOnMAFlip"":false}"
M023,R6,両寿命16本・MA反転=True・保有中消費=True,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":16,""RsiConsumeWhileHeld"":true,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":16,""RsiResetOnMAFlip"":true}"
M024,R7,USDJPYのみ・RSI寿命8本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":1,""RsiRSIFlagMaxBars"":8,""RsiResetOnMAFlip"":false}"
M025,R7,USDJPYのみ・BB寿命8本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":8,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":1,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
M026,R7,USDJPYのみ・MA反転で失効,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":1,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":true}"
M027,R7,USDJPYのみ・保有中消費,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":true,""RsiMemSleeveMask"":1,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
M028,R7,EURUSDのみ・RSI寿命8本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":2,""RsiRSIFlagMaxBars"":8,""RsiResetOnMAFlip"":false}"
M029,R7,EURUSDのみ・BB寿命8本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":8,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":2,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
M030,R7,EURUSDのみ・MA反転で失効,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":2,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":true}"
M031,R7,EURUSDのみ・保有中消費,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":true,""RsiMemSleeveMask"":2,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
M032,R7,GBPUSDのみ・RSI寿命8本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":4,""RsiRSIFlagMaxBars"":8,""RsiResetOnMAFlip"":false}"
M033,R7,GBPUSDのみ・BB寿命8本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":8,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":4,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
M034,R7,GBPUSDのみ・MA反転で失効,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":4,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":true}"
M035,R7,GBPUSDのみ・保有中消費,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":true,""RsiMemSleeveMask"":4,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
M036,R8,RSI寿命の細分3本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":3,""RsiResetOnMAFlip"":false}"
M037,R8,RSI寿命の細分6本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":6,""RsiResetOnMAFlip"":false}"
M038,R8,RSI寿命の細分12本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":12,""RsiResetOnMAFlip"":false}"
M039,R8,RSI寿命の細分24本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":24,""RsiResetOnMAFlip"":false}"
M040,R8,BB寿命の細分3本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":3,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
M041,R8,BB寿命の細分6本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":6,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
M042,R8,BB寿命の細分12本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":12,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
M043,R8,BB寿命の細分24本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":24,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}"
