attempt_id,run_id,candidate_id,label,kind,window,scope,status,decision,reason,returncode,net,pf,dd_pct,trades,deal_rows,deal_sha256,pb_rows,sca_rows,eth_rows,funding_rows,bfx_rows,magic_gate_pass,regression_pass,rules_json,config_file,deal_file,started_at,finished_at,elapsed_seconds,error
898ac08322514e9aae40d40bc5ab89a0,gh_is_mon_eu_pm_sca_20260815232200_898ac0,MON_EU_PM_SCA,月曜 12-15時台 SCA,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2265.0,1.9211,16.589,288,576,EBB3B8254D65FB610602093251F3088DFC047AFCB512BE6C7681D95AC1447A60,130,446,0,0,0,True,,"{""pb"":[],""sca"":[[2,12,16]]}",ml\gold_hour\configs\gh_is_mon_eu_pm_sca_20260815232200_898ac0.yaml,ml\gold_hour\deals\gh_is_mon_eu_pm_sca_20260815232200_898ac0_deals.csv,2026-08-15T14:22:00+00:00,2026-08-15T14:23:08+00:00,67.991,
df112d4f8d5640609ac8aaafc759db35,gh_oos_mon_eu_pm_sca_20260815232308_df112d,MON_EU_PM_SCA,月曜 12-15時台 SCA,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,452.65,1.3335,13.1647,304,608,45B327B69056618F9330C799808819925BD82400022E3BDBD5B26628EE027899,104,504,0,0,0,True,,"{""pb"":[],""sca"":[[2,12,16]]}",ml\gold_hour\configs\gh_oos_mon_eu_pm_sca_20260815232308_df112d.yaml,ml\gold_hour\deals\gh_oos_mon_eu_pm_sca_20260815232308_df112d_deals.csv,2026-08-15T14:23:08+00:00,2026-08-15T14:23:51+00:00,42.995,
e63e8ed63567478181fd5a1734e69414,gh_is_mon_eu_pm_both_20260815232351_e63e8e,MON_EU_PM_BOTH,月曜 12-15時台 BOTH,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2110.05,1.838,16.589,288,576,2817F2A1A676D53B98DC2E2220822465E5E52F63CDC0AD8C0EFFD85388775A24,130,446,0,0,0,True,,"{""pb"":[[2,12,16]],""sca"":[[2,12,16]]}",ml\gold_hour\configs\gh_is_mon_eu_pm_both_20260815232351_e63e8e.yaml,ml\gold_hour\deals\gh_is_mon_eu_pm_both_20260815232351_e63e8e_deals.csv,2026-08-15T14:23:51+00:00,2026-08-15T14:24:54+00:00,63.005,
791c3d54a1a74153a0cfffbf4c1adae9,gh_oos_mon_eu_pm_both_20260815232454_791c3d,MON_EU_PM_BOTH,月曜 12-15時台 BOTH,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,424.65,1.3124,16.1945,303,606,BB56D6A04979A542115DAD2D9227D18DE4568E1F134AAF19BDC87C4C6FB3EC7F,102,504,0,0,0,True,,"{""pb"":[[2,12,16]],""sca"":[[2,12,16]]}",ml\gold_hour\configs\gh_oos_mon_eu_pm_both_20260815232454_791c3d.yaml,ml\gold_hour\deals\gh_oos_mon_eu_pm_both_20260815232454_791c3d_deals.csv,2026-08-15T14:24:54+00:00,2026-08-15T14:25:37+00:00,42.996,
104567c906b84ab8ba4c2560d18fe440,gh_is_mon_ny_pb_20260815232537_104567,MON_NY_PB,月曜 16-19時台 PB,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2390.06,1.9455,15.2162,307,614,5DFE1A1BA0CA20D9ECDF45C25433ED6290B4D9FAB24960444744A6C43B0C89F6,130,484,0,0,0,True,,"{""pb"":[[2,16,20]],""sca"":[]}",ml\gold_hour\configs\gh_is_mon_ny_pb_20260815232537_104567.yaml,ml\gold_hour\deals\gh_is_mon_ny_pb_20260815232537_104567_deals.csv,2026-08-15T14:25:37+00:00,2026-08-15T14:26:40+00:00,63.003,
3b3d156d88094b1b96514ef4ae8e7c5d,gh_oos_mon_ny_pb_20260815232640_3b3d15,MON_NY_PB,月曜 16-19時台 PB,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,580.18,1.4166,12.4321,318,636,E2B7F750BF6B179C88241990F7ECBE87EAC1B862AF0D21F5B5DDF589F983EF1D,104,532,0,0,0,True,,"{""pb"":[[2,16,20]],""sca"":[]}",ml\gold_hour\configs\gh_oos_mon_ny_pb_20260815232640_3b3d15.yaml,ml\gold_hour\deals\gh_oos_mon_ny_pb_20260815232640_3b3d15_deals.csv,2026-08-15T14:26:40+00:00,2026-08-15T14:27:23+00:00,42.998,
718b7c97d77944409f3fd9766ca3debf,gh_is_mon_ny_sca_20260815232723_718b7c,MON_NY_SCA,月曜 16-19時台 SCA,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2394.57,1.9489,15.2162,307,614,5B93B3C88151C2EE1555DE70DF899A0EEC83E8D339A9972D684A14347FB15DBC,130,484,0,0,0,True,,"{""pb"":[],""sca"":[[2,16,20]]}",ml\gold_hour\configs\gh_is_mon_ny_sca_20260815232723_718b7c.yaml,ml\gold_hour\deals\gh_is_mon_ny_sca_20260815232723_718b7c_deals.csv,2026-08-15T14:27:23+00:00,2026-08-15T14:28:26+00:00,63.028,
c88d85a2fe58406f8a62556bc501cd54,gh_oos_mon_ny_sca_20260815232826_c88d85,MON_NY_SCA,月曜 16-19時台 SCA,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,579.46,1.4161,12.4321,318,636,1D4C5CA14C874C2268EEAF4F5A8DF2C6A452B13EA9E376A3496E8E8DE2495FAE,104,532,0,0,0,True,,"{""pb"":[],""sca"":[[2,16,20]]}",ml\gold_hour\configs\gh_oos_mon_ny_sca_20260815232826_c88d85.yaml,ml\gold_hour\deals\gh_oos_mon_ny_sca_20260815232826_c88d85_deals.csv,2026-08-15T14:28:26+00:00,2026-08-15T14:29:09+00:00,43.000,
52d6898a6f3540ef80a1785f50d654b6,gh_is_mon_ny_both_20260815232909_52d689,MON_NY_BOTH,月曜 16-19時台 BOTH,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2390.06,1.9455,15.2162,307,614,5DFE1A1BA0CA20D9ECDF45C25433ED6290B4D9FAB24960444744A6C43B0C89F6,130,484,0,0,0,True,,"{""pb"":[[2,16,20]],""sca"":[[2,16,20]]}",ml\gold_hour\configs\gh_is_mon_ny_both_20260815232909_52d689.yaml,ml\gold_hour\deals\gh_is_mon_ny_both_20260815232909_52d689_deals.csv,2026-08-15T14:29:09+00:00,2026-08-15T14:30:12+00:00,62.989,
d71c3bb52f6d476da80e6ca0511a65d8,gh_oos_mon_ny_both_20260815233012_d71c3b,MON_NY_BOTH,月曜 16-19時台 BOTH,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,580.18,1.4166,12.4321,318,636,E2B7F750BF6B179C88241990F7ECBE87EAC1B862AF0D21F5B5DDF589F983EF1D,104,532,0,0,0,True,,"{""pb"":[[2,16,20]],""sca"":[[2,16,20]]}",ml\gold_hour\configs\gh_oos_mon_ny_both_20260815233012_d71c3b.yaml,ml\gold_hour\deals\gh_oos_mon_ny_both_20260815233012_d71c3b_deals.csv,2026-08-15T14:30:12+00:00,2026-08-15T14:30:55+00:00,42.979,
6110dc22523a42f7a9c76f41048d962f,gh_is_mon_ny_late_pb_20260815233055_6110dc,MON_NY_LATE_PB,月曜 20-23時台 PB,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2396.84,1.9532,15.7816,307,614,EA7A07ABCFC631F53B0E3CB26A571DC0347794354EC6733E64F9A37E93B377E4,130,484,0,0,0,True,,"{""pb"":[[2,20,24]],""sca"":[]}",ml\gold_hour\configs\gh_is_mon_ny_late_pb_20260815233055_6110dc.yaml,ml\gold_hour\deals\gh_is_mon_ny_late_pb_20260815233055_6110dc_deals.csv,2026-08-15T14:30:55+00:00,2026-08-15T14:31:58+00:00,62.992,
c60305e51d3c468ab157f0dc296ea499,gh_oos_mon_ny_late_pb_20260815233158_c60305,MON_NY_LATE_PB,月曜 20-23時台 PB,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,567.42,1.4087,13.7349,317,634,E21E02CE1AE11F62BC22BA1F60AB8041385A7F5B42B020874CE655A51F3D4AC4,102,532,0,0,0,True,,"{""pb"":[[2,20,24]],""sca"":[]}",ml\gold_hour\configs\gh_oos_mon_ny_late_pb_20260815233158_c60305.yaml,ml\gold_hour\deals\gh_oos_mon_ny_late_pb_20260815233158_c60305_deals.csv,2026-08-15T14:31:58+00:00,2026-08-15T14:32:41+00:00,42.994,
8646cb0f112e4ab1a077b752b0f62264,gh_is_mon_ny_late_sca_20260815233241_8646cb,MON_NY_LATE_SCA,月曜 20-23時台 SCA,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2394.57,1.9489,15.2162,307,614,5B93B3C88151C2EE1555DE70DF899A0EEC83E8D339A9972D684A14347FB15DBC,130,484,0,0,0,True,,"{""pb"":[],""sca"":[[2,20,24]]}",ml\gold_hour\configs\gh_is_mon_ny_late_sca_20260815233241_8646cb.yaml,ml\gold_hour\deals\gh_is_mon_ny_late_sca_20260815233241_8646cb_deals.csv,2026-08-15T14:32:41+00:00,2026-08-15T14:33:44+00:00,62.990,
8ffb512a802e4f17925bc9c4a904daac,gh_oos_mon_ny_late_sca_20260815233344_8ffb51,MON_NY_LATE_SCA,月曜 20-23時台 SCA,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,579.46,1.4161,12.4321,318,636,1D4C5CA14C874C2268EEAF4F5A8DF2C6A452B13EA9E376A3496E8E8DE2495FAE,104,532,0,0,0,True,,"{""pb"":[],""sca"":[[2,20,24]]}",ml\gold_hour\configs\gh_oos_mon_ny_late_sca_20260815233344_8ffb51.yaml,ml\gold_hour\deals\gh_oos_mon_ny_late_sca_20260815233344_8ffb51_deals.csv,2026-08-15T14:33:44+00:00,2026-08-15T14:34:27+00:00,43.005,
72021e6a95b64ed8815cc14823e0117a,gh_is_mon_ny_late_both_20260815233427_72021e,MON_NY_LATE_BOTH,月曜 20-23時台 BOTH,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2396.84,1.9532,15.7816,307,614,EA7A07ABCFC631F53B0E3CB26A571DC0347794354EC6733E64F9A37E93B377E4,130,484,0,0,0,True,,"{""pb"":[[2,20,24]],""sca"":[[2,20,24]]}",ml\gold_hour\configs\gh_is_mon_ny_late_both_20260815233427_72021e.yaml,ml\gold_hour\deals\gh_is_mon_ny_late_both_20260815233427_72021e_deals.csv,2026-08-15T14:34:27+00:00,2026-08-15T14:35:30+00:00,62.974,
351b59eeceef4a8590d9f1706c034855,gh_oos_mon_ny_late_both_20260815233530_351b59,MON_NY_LATE_BOTH,月曜 20-23時台 BOTH,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,567.42,1.4087,13.7349,317,634,E21E02CE1AE11F62BC22BA1F60AB8041385A7F5B42B020874CE655A51F3D4AC4,102,532,0,0,0,True,,"{""pb"":[[2,20,24]],""sca"":[[2,20,24]]}",ml\gold_hour\configs\gh_oos_mon_ny_late_both_20260815233530_351b59.yaml,ml\gold_hour\deals\gh_oos_mon_ny_late_both_20260815233530_351b59_deals.csv,2026-08-15T14:35:30+00:00,2026-08-15T14:36:13+00:00,43.010,
aec6dfca7a2f490eadedf43e7d3a0041,gh_is_fri_tokyo_pb_20260815233613_aec6df,FRI_TOKYO_PB,金曜 00-06時台 PB,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2385.0,1.957,15.2162,305,610,5317745CD8B917E33ADCF27946FC0ECE98DB5A90F319C9BE433ACC027CE6E081,126,484,0,0,0,True,,"{""pb"":[[32,0,7]],""sca"":[]}",ml\gold_hour\configs\gh_is_fri_tokyo_pb_20260815233613_aec6df.yaml,ml\gold_hour\deals\gh_is_fri_tokyo_pb_20260815233613_aec6df_deals.csv,2026-08-15T14:36:13+00:00,2026-08-15T14:37:16+00:00,63.047,
180eab85e6fd48cda7fd8dfbf6dbb71c,gh_oos_fri_tokyo_pb_20260815233716_180eab,FRI_TOKYO_PB,金曜 00-06時台 PB,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,574.1,1.4108,12.418,318,636,8248BC2E3942FD19FE2D88468223D4BD4652F1D2347929E64C53D9B84590D06F,104,532,0,0,0,True,,"{""pb"":[[32,0,7]],""sca"":[]}",ml\gold_hour\configs\gh_oos_fri_tokyo_pb_20260815233716_180eab.yaml,ml\gold_hour\deals\gh_oos_fri_tokyo_pb_20260815233716_180eab_deals.csv,2026-08-15T14:37:16+00:00,2026-08-15T14:37:59+00:00,43.035,
a619e79d82c14a598faa6d4f084badf4,gh_is_fri_tokyo_sca_20260815233759_a619e7,FRI_TOKYO_SCA,金曜 00-06時台 SCA,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2394.57,1.9489,15.2162,307,614,5B93B3C88151C2EE1555DE70DF899A0EEC83E8D339A9972D684A14347FB15DBC,130,484,0,0,0,True,,"{""pb"":[],""sca"":[[32,0,7]]}",ml\gold_hour\configs\gh_is_fri_tokyo_sca_20260815233759_a619e7.yaml,ml\gold_hour\deals\gh_is_fri_tokyo_sca_20260815233759_a619e7_deals.csv,2026-08-15T14:37:59+00:00,2026-08-15T14:39:02+00:00,62.980,
c157d2be60e24bcc8530e689785b8eb5,gh_oos_fri_tokyo_sca_20260815233902_c157d2,FRI_TOKYO_SCA,金曜 00-06時台 SCA,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,579.46,1.4161,12.4321,318,636,1D4C5CA14C874C2268EEAF4F5A8DF2C6A452B13EA9E376A3496E8E8DE2495FAE,104,532,0,0,0,True,,"{""pb"":[],""sca"":[[32,0,7]]}",ml\gold_hour\configs\gh_oos_fri_tokyo_sca_20260815233902_c157d2.yaml,ml\gold_hour\deals\gh_oos_fri_tokyo_sca_20260815233902_c157d2_deals.csv,2026-08-15T14:39:02+00:00,2026-08-15T14:39:45+00:00,42.989,
f1cfe989a33247c18ed417530abd5698,gh_is_fri_tokyo_both_20260815233945_f1cfe9,FRI_TOKYO_BOTH,金曜 00-06時台 BOTH,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2385.0,1.957,15.2162,305,610,5317745CD8B917E33ADCF27946FC0ECE98DB5A90F319C9BE433ACC027CE6E081,126,484,0,0,0,True,,"{""pb"":[[32,0,7]],""sca"":[[32,0,7]]}",ml\gold_hour\configs\gh_is_fri_tokyo_both_20260815233945_f1cfe9.yaml,ml\gold_hour\deals\gh_is_fri_tokyo_both_20260815233945_f1cfe9_deals.csv,2026-08-15T14:39:45+00:00,2026-08-15T14:40:48+00:00,63.000,
797f8712052b430485f400167ce25170,gh_oos_fri_tokyo_both_20260815234048_797f87,FRI_TOKYO_BOTH,金曜 00-06時台 BOTH,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,574.1,1.4108,12.418,318,636,8248BC2E3942FD19FE2D88468223D4BD4652F1D2347929E64C53D9B84590D06F,104,532,0,0,0,True,,"{""pb"":[[32,0,7]],""sca"":[[32,0,7]]}",ml\gold_hour\configs\gh_oos_fri_tokyo_both_20260815234048_797f87.yaml,ml\gold_hour\deals\gh_oos_fri_tokyo_both_20260815234048_797f87_deals.csv,2026-08-15T14:40:48+00:00,2026-08-15T14:41:31+00:00,43.034,
29b34c04592e4ae686e59e49dacb8ae9,gh_is_fri_eu_am_pb_20260815234131_29b34c,FRI_EU_AM_PB,金曜 07-11時台 PB,session,IS,GOLD2,OK,MEASURED,actual EA backtest,0,2422.45,1.9663,15.011,306,612,C3C513758D72070087ED6F648BEEC22EAC10148B2BED7545819C9E35B8A6001B,128,484,0,0,0,True,,"{""pb"":[[32,7,12]],""sca"":[]}",ml\gold_hour\configs\gh_is_fri_eu_am_pb_20260815234131_29b34c.yaml,ml\gold_hour\deals\gh_is_fri_eu_am_pb_20260815234131_29b34c_deals.csv,2026-08-15T14:41:31+00:00,2026-08-15T14:42:34+00:00,62.989,
a3db9aab7533465fa328ac49eb55e65a,gh_oos_fri_eu_am_pb_20260815234234_a3db9a,FRI_EU_AM_PB,金曜 07-11時台 PB,session,OOS,GOLD2,OK,MEASURED,actual EA backtest,0,598.86,1.4359,11.0996,316,632,07BF5D8159810B8DD8BD5B9179B4A1485752155C3E95704165BBAB098248EA05,100,532,0,0,0,True,,"{""pb"":[[32,7,12]],""sca"":[]}",ml\gold_hour\configs\gh_oos_fri_eu_am_pb_20260815234234_a3db9a.yaml,ml\gold_hour\deals\gh_oos_fri_eu_am_pb_20260815234234_a3db9a_deals.csv,2026-08-15T14:42:34+00:00,2026-08-15T14:43:17+00:00,42.990,
