proposal_id,family,description,IS_net,IS_nm,IS_dd,IS_dm,IS_eff,IS_sca2,IS_canni,IS_netcontrib,IS_n2,IS_fixed_dd_mult,IS_dd_advantage,OOS_net,OOS_nm,OOS_dd,OOS_dm,OOS_eff,OOS_sca2,OOS_canni,OOS_netcontrib,OOS_n2,OOS_fixed_dd_mult,OOS_dd_advantage,worst_eff,worst_adv
S2048,S05_buffer,ブレイクバッファ 0.1ATR（既定0.05）,506733.0,1.3349482336204852,4.437,1.0941507200631289,1.220077096456568,130673.0,-3530.0,127143.0,77,1.2276646246945073,0.13351390463137847,96023.0,1.2535148753965248,2.2792,1.0125727486783063,1.237950435692365,22731.0,-3311.0,19420.0,76,1.1740103871225558,0.16143763844424952,1.220077096456568,0.13351390463137847
S2019,S02_timing,第2レンジ13-15時・締切18h・強制決済21h,479222.0,1.2624726678785005,4.1837,1.0316877096074175,1.2236965276623315,103162.0,-3530.0,99632.0,69,1.179960879824367,0.14827317021694952,90245.0,1.178087020090597,2.2443,0.9970678395308542,1.1815515187461236,16953.0,-3311.0,13642.0,71,1.1234039160683023,0.12633607653744805,1.1815515187461236,0.12633607653744805
S2052,S06_boost,Boostなし（等ロット）,461587.0,1.2160146473827025,4.1674,1.027668179128033,1.1832755670361221,85527.0,-3530.0,81997.0,84,1.1489643467787227,0.12129616765068962,99567.0,1.2997793820085375,2.2341,0.9925363188058111,1.3095534716275086,26275.0,-3311.0,22964.0,85,1.2046127261297512,0.21207640732394017,1.1832755670361221,0.12129616765068962
S2053,S06_boost,Boost倍率 1.5（既定2.0）,461587.0,1.2160146473827025,4.1674,1.027668179128033,1.1832755670361221,85527.0,-3530.0,81997.0,84,1.1489643467787227,0.12129616765068962,99567.0,1.2997793820085375,2.2341,0.9925363188058111,1.3095534716275086,26275.0,-3311.0,22964.0,85,1.2046127261297512,0.21207640732394017,1.1832755670361221,0.12129616765068962
S2030,S03_range_filter,レンジ幅 0.5〜1.0ATR（既定0.40〜1.00）,494536.0,1.3028161964224558,4.4033,1.0858404024462418,1.199822914571422,118476.0,-3530.0,114946.0,30,1.2066103209213954,0.12076991847515361,107798.0,1.407229481874078,2.1309,0.9466879914700785,1.4864765313953552,34506.0,-3311.0,31195.0,35,1.2744978196957883,0.3278098282257098,1.199822914571422,0.12076991847515361
S2040,S04_rr,第2セッションのRRを1.5に（既定1.7）,503605.0,1.3267077636397164,4.4979,1.1091684750443873,1.1961282649929474,127545.0,-3530.0,124015.0,84,1.2222792586164897,0.11311078357210236,93258.0,1.2174196833022206,2.2272,0.9894708783153404,1.230374445557188,19966.0,-3311.0,16655.0,85,1.1499067587421585,0.1604358804268181,1.1961282649929474,0.11311078357210236
S2026,S02_timing,第2レンジ13-15時・締切16h・強制決済22h,414998.0,1.0932795911378066,3.8697,0.9542562635628329,1.145687623842167,38938.0,-3530.0,35408.0,31,1.0653668547825237,0.1111105912196908,95574.0,1.2476534861558948,2.1933,0.9744102359056376,1.280419109099669,22282.0,-3311.0,18971.0,34,1.1701101024143374,0.19569986650869986,1.145687623842167,0.1111105912196908
S2045,S04_rr,第2セッションのRRを5.0に（既定1.7）,498087.0,1.3121710266339999,4.5484,1.1216216216216215,1.1698874213363373,122027.0,-3530.0,118497.0,84,1.2127553950740644,0.09113377345244289,95376.0,1.245068730989648,2.2416,0.995868319338931,1.2502342998682185,22084.0,-3311.0,18773.0,82,1.1683884674974132,0.17252014815848216,1.1698874213363373,0.09113377345244289
S2021,S02_timing,第2レンジ13-15時・締切19h・強制決済22h,478815.0,1.2614004583893148,4.3651,1.0764203985006904,1.1718474121693316,102755.0,-3530.0,99225.0,79,1.1792492778929031,0.10282887939221275,89519.0,1.1686095844810256,2.3251,1.0329645919410013,1.1313162073495078,16227.0,-3311.0,12916.0,81,1.1169797639284025,0.08401517198740116,1.1313162073495078,0.08401517198740116
S2039,S04_rr,第2セッションのRRを1.3に（既定1.7）,484366.0,1.2760241312995602,4.5092,1.1119550207141446,1.1475501324505404,108306.0,-3530.0,104776.0,84,1.1889396487833863,0.07698462806924167,87238.0,1.1388326827931021,2.2695,1.0082633613221377,1.1294992226036544,13946.0,-3311.0,10635.0,85,1.0966967205482558,0.08843335922611817,1.1294992226036544,0.07698462806924167
S2023,S02_timing,第2レンジ13-15時・締切20h・強制決済22h,478391.0,1.26028346373719,4.4722,1.1028309331229038,1.142771231641486,102331.0,-3530.0,98801.0,84,1.1785077664485022,0.07567683332559838,89719.0,1.1712204482853152,2.3264,1.0335421387000754,1.1332101560545977,16427.0,-3311.0,13116.0,85,1.118751005710999,0.08520886701092367,1.1332101560545977,0.07567683332559838
S2025,S02_timing,第2レンジ13-15時・締切16h・強制決済19h,412868.0,1.0876682736636898,4.0111,0.9891250739790886,1.0996266319366246,36808.0,-3530.0,33278.0,31,1.0614816408716594,0.07235656689257086,85589.0,1.117306110726734,2.2613,1.004620374072593,1.112167480933448,12297.0,-3311.0,8986.0,34,1.0819376739381992,0.0773172998656062,1.0996266319366246,0.07235656689257086
S2044,S04_rr,第2セッションのRRを4.0に（既定1.7）,479547.0,1.2633288548170394,4.5484,1.1216216216216215,1.1263413886320592,103487.0,-3530.0,99957.0,84,1.1805289864767459,0.05890736485512438,96377.0,1.2581361043301176,2.2416,0.995868319338931,1.263355887418211,23085.0,-3311.0,19774.0,83,1.1770817167486565,0.18121339740972542,1.1263413886320592,0.05890736485512438
S2055,S06_boost,Boost倍率 3.0（既定2.0）,584012.0,1.5385336810769514,5.2974,1.3063227461037679,1.177759237267953,207952.0,-3530.0,204422.0,84,1.3578318008313734,0.051509054727605585,96111.0,1.2546636554704125,2.3499,1.043982407037185,1.2018053628232486,22819.0,-3311.0,19508.0,85,1.1747741877269537,0.1307917806897687,1.177759237267953,0.051509054727605585
S2043,S04_rr,第2セッションのRRを3.0に（既定1.7）,469565.0,1.2370320609078216,4.5291,1.1168623002564608,1.1075958608538998,93505.0,-3530.0,89975.0,84,1.1630288247569247,0.04616652450046388,91417.0,1.1933866819837342,2.2416,0.995868319338931,1.1983378312264399,18125.0,-3311.0,14814.0,83,1.1337430627622367,0.13787474342330563,1.1075958608538998,0.04616652450046388
S2038,S04_rr,第2セッションのRRを1.0に（既定1.7）,457456.0,1.205131852788535,4.5123,1.1127194712961135,1.083050925122015,81396.0,-3530.0,77866.0,84,1.1416541020410664,0.02893463074495295,84912.0,1.1084683367492134,2.3174,1.0295437380603314,1.0766597821648418,11620.0,-3311.0,8309.0,85,1.0758544916501576,0.04631075358982617,1.0766597821648418,0.02893463074495295
S2042,S04_rr,第2セッションのRRを2.5に（既定1.7）,453419.0,1.1944966938012065,4.5377,1.1189830341290194,1.0674841864166105,77359.0,-3530.0,73829.0,84,1.1344916817758617,0.015508647646842233,99066.0,1.293239168178792,2.2416,0.995868319338931,1.2986045876399193,25774.0,-3311.0,22463.0,84,1.2003060170445472,0.20443769770561615,1.0674841864166105,0.015508647646842233
S2049,S05_buffer,ブレイクバッファ 0.15ATR（既定0.05）,490683.0,1.292665770963408,4.8987,1.2080045373840993,1.0700835393902082,114623.0,-3530.0,111093.0,62,1.199928136104406,-0.008076401279693224,96094.0,1.2544417320470478,2.3219,1.0315429383802033,1.2160829039427625,22802.0,-3311.0,19491.0,64,1.1746266511479786,0.14308371276777532,1.0700835393902082,-0.008076401279693224
S2041,S04_rr,第2セッションのRRを2.0に（既定1.7）,439761.0,1.1585157670117758,4.5462,1.1210791083053855,1.0333934139250702,63701.0,-3530.0,60171.0,84,1.1101211671931044,-0.0109579411122811,100784.0,1.31566648825764,2.2416,0.995868319338931,1.3211249546837627,27492.0,-3311.0,24181.0,84,1.2150482578641237,0.21917993852519269,1.0333934139250702,-0.0109579411122811
S2051,S05_buffer,ブレイクバッファ 0.3ATR（既定0.05）,478835.0,1.2614531468163017,4.0991,1.0108256066285264,1.2479434024467484,102775.0,-3530.0,99245.0,38,1.1792842501438303,0.16845864351530393,95656.0,1.2487239403156534,2.6667,1.1847261095561774,1.0540190937325176,22364.0,-3311.0,19053.0,40,1.1708227997824714,-0.013903309773706019,1.0540190937325176,-0.013903309773706019
S2017,S02_timing,第2レンジ13-15時・締切17h・強制決済20h,398461.0,1.0497141652835955,4.3023,1.0609341092917735,0.9894244666941024,22401.0,-3530.0,18871.0,51,1.0350479058949522,-0.02588620339682124,87021.0,1.1359998955654478,2.267,1.0071526944777645,1.1279321415651815,13729.0,-3311.0,10418.0,62,1.0947591581051608,0.08760646362739632,0.9894244666941024,-0.02588620339682124
S2031,S03_range_filter,レンジ幅 0.6〜1.2ATR（既定0.40〜1.00）,489111.0,1.2885244606022288,4.9742,1.2266226080094693,1.0504652793683724,113051.0,-3530.0,109521.0,16,1.1971974794760714,-0.02942512853339796,81336.0,1.0617860919285145,2.4186,1.0745035319205651,0.988164357199162,8044.0,-3311.0,4733.0,17,1.0434851981008484,-0.031018333819716748,0.988164357199162,-0.031018333819716748
S2050,S05_buffer,ブレイクバッファ 0.2ATR（既定0.05）,485150.0,1.278089517637451,4.8167,1.1877835865062143,1.0760289434516144,109090.0,-3530.0,105560.0,55,1.1903056739543008,0.002522087448086463,93770.0,1.224103494641202,2.6745,1.1881913901106225,1.0302241750188377,20478.0,-3311.0,17167.0,58,1.154385539319822,-0.03380585079080056,1.0302241750188377,-0.03380585079080056
S2056,S06_boost,Boost倍率 4.0（既定2.0）,645227.0,1.6997997839774495,6.0847,1.5004685342276582,1.1328460045664295,269167.0,-3530.0,265637.0,84,1.4574122530584224,-0.04305628116923588,94386.0,1.2321449551584143,2.7106,1.2042294193433736,1.0231812438449328,21094.0,-3311.0,17783.0,85,1.1597646850038177,-0.04446473433955589,1.0231812438449328,-0.04446473433955589
S2058,S07_friday,金曜も取引する（既定はスキップ）,576474.0,1.5186754129455464,4.3091,1.0626109686328664,1.4291922987576942,200414.0,-3530.0,196884.0,111,1.3453649928912306,0.28275402425836416,92534.0,1.207968356330692,2.6856,1.19312275089964,1.01244264717931,19242.0,-3311.0,15931.0,103,1.1435612902870174,-0.049561460612622676,1.01244264717931,-0.049561460612622676
S2018,S02_timing,第2レンジ13-15時・締切17h・強制決済22h,394554.0,1.0394214810716826,4.4402,1.09493983034129,0.9492955249857862,18494.0,-3530.0,14964.0,51,1.0278319141486874,-0.0671079161926027,101588.0,1.3261621607508844,2.2095,0.9816073570571769,1.351010820382062,28296.0,-3311.0,24985.0,62,1.2219223507810217,0.2403149937238448,0.9492955249857862,-0.0671079161926027
S2033,S03_range_filter,レンジ幅 0.4〜1.5ATR（既定0.40〜1.00）,505895.0,1.3327405885297294,5.4004,1.3317222331820873,1.0007646905054735,129835.0,-3530.0,126305.0,90,1.226222817717251,-0.10549941546483632,98372.0,1.2841794707779068,2.2406,0.9954240526011817,1.2900828219110911,25080.0,-3311.0,21769.0,86,1.1943297852397978,0.1989057326386161,1.0007646905054735,-0.10549941546483632
S2034,S03_range_filter,レンジ幅 0.4〜2.0ATR（既定0.40〜1.00）,505895.0,1.3327405885297294,5.4004,1.3317222331820873,1.0007646905054735,129835.0,-3530.0,126305.0,90,1.226222817717251,-0.10549941546483632,98372.0,1.2841794707779068,2.2406,0.9954240526011817,1.2900828219110911,25080.0,-3311.0,21769.0,86,1.1943297852397978,0.1989057326386161,1.0007646905054735,-0.10549941546483632
S2037,S03_range_filter,レンジ幅 0.5〜2.0ATR（既定0.40〜1.00）,477633.0,1.2582865723543823,5.3245,1.313005523771947,0.9583254217694605,101573.0,-3530.0,98043.0,36,1.1771816647294953,-0.13582385904245164,108331.0,1.41418743391251,2.1309,0.9466879914700785,1.493826315169022,35039.0,-3311.0,31728.0,36,1.2789688039034288,0.3322808124333503,0.9583254217694605,-0.13582385904245164
S2069,S08_window_x_rr,第2レンジ12-15時 × RR2.5,433642.0,1.1423957427750995,5.6301,1.388365555336358,0.8228349791480762,57582.0,-3530.0,54052.0,136,1.0991317897194615,-0.2892337656168966,81339.0,1.0618252548855789,2.5387,1.1278599671242613,0.9414513200543387,8047.0,-3311.0,4736.0,135,1.0435125243965249,-0.08434744272773642,0.8228349791480762,-0.2892337656168966
S2068,S08_window_x_rr,第2レンジ12-15時 × RR2.0,421027.0,1.1091625174530415,5.5992,1.3807457092128623,0.8033068725488596,44967.0,-3530.0,41437.0,136,1.0763328151338611,-0.3044128940790012,76857.0,1.003315797031448,2.9267,1.300235461371007,0.7716416194137036,3565.0,-3311.0,254.0,135,1.0023530856183045,-0.2978823757527025,0.7716416194137036,-0.3044128940790012
S2001,S01_window,第2レンジ 9-11時（締切20h・決済23h）,445655.0,1.1740430464448484,4.1736,1.0291970802919708,1.140736860730101,69595.0,-3530.0,66065.0,133,1.1206646030749852,0.0914675227830144,86635.0,1.1309609284231688,3.24,1.4394242303078768,0.7857036894406514,13343.0,-3311.0,10032.0,138,1.0913091513665678,-0.348115078941309,0.7857036894406514,-0.348115078941309
S2070,S08_window_x_rr,第2レンジ12-15時 × RR3.0,443053.0,1.1671882820938382,5.6301,1.388365555336358,0.8406923361124906,66993.0,-3530.0,63463.0,136,1.1160150527334642,-0.27235050260289384,72968.0,0.9525475503570356,3.0125,1.3383535474699009,0.7117308816924984,-324.0,-3311.0,-3635.0,132,0.9660720818793254,-0.3722814655905755,0.7117308816924984,-0.3722814655905755
S2015,S01_window,第2レンジ 15-17時（締切20h・決済23h）,376357.0,0.9914829157775494,5.8376,1.4395344249358848,0.6887524873340274,297.0,-3530.0,-3233.0,264,0.9939453746497968,-0.445589050286088,70983.0,0.9266347270994608,2.4828,1.1030254564840731,0.8400846251120413,-2309.0,-3311.0,-5620.0,228,0.9473382789975975,-0.15568717748647565,0.6887524873340274,-0.445589050286088
S2008,S01_window,第2レンジ 12-15時（締切20h・決済23h）,500456.0,1.3184119708106115,5.5927,1.3791428289603471,0.9559647798078195,124396.0,-3530.0,120866.0,136,1.2168479301969606,-0.16229489876338654,71776.0,0.9369868020834693,3.2141,1.4279177218001688,0.656191031022582,-1516.0,-3311.0,-4827.0,135,0.9548403566237125,-0.4730773651764564,0.656191031022582,-0.4730773651764564
S2016,S01_window,第2レンジ 15-18時（締切20h・決済23h）,374516.0,0.986632946073395,6.0397,1.4893716709410139,0.6624491155052125,-1544.0,-3530.0,-5074.0,166,0.9904908902513571,-0.4988807806896568,78986.0,1.0311084422281112,2.9796,1.3237371717979474,0.7789374387875069,5694.0,-3311.0,2383.0,153,1.0219886750774065,-0.3017484967205408,0.6624491155052125,-0.4988807806896568
S2006,S01_window,第2レンジ 11-15時（締切20h・決済23h）,521485.0,1.3738112173661055,5.7982,1.4298185046360228,0.9608290932811961,145425.0,-3530.0,141895.0,216,1.25293404826157,-0.17688445637445271,75986.0,0.9919454851637665,3.4398,1.5281887245101957,0.6490988117201937,2694.0,-3311.0,-617.0,215,0.9942745923242589,-0.5339141321859369,0.6490988117201937,-0.5339141321859369
S2012,S01_window,第2レンジ 13-17時（締切20h・決済23h）,417428.0,1.0996812350167287,5.4884,1.353422765831525,0.8125186473726109,41368.0,-3530.0,37838.0,311,1.0697922273122373,-0.28363053851928766,50885.0,0.664269023406394,3.0818,1.3691412323959304,0.48517202439660345,-22407.0,-3311.0,-25718.0,266,0.74793566083256,-0.6212055715633704,0.48517202439660345,-0.6212055715633704
S2029,S03_range_filter,レンジ幅 0.3〜1.0ATR（既定0.40〜1.00）,461170.0,1.2149160936800232,7.2243,1.7814904320378773,0.6819661064866118,85110.0,-3530.0,81580.0,230,1.1482272843135484,-0.6332631477243289,75848.0,0.9901439891388065,3.1723,1.409347372162246,0.7025549617477981,2556.0,-3311.0,-755.0,228,0.9929921890033785,-0.41635518315886755,0.6819661064866118,-0.6332631477243289
S2067,S08_window_x_rr,第2レンジ12-15時 × RR1.3,473094.0,1.24632893384968,5.5415,1.3665170645097653,0.9120478376878501,97034.0,-3530.0,93504.0,136,1.169227983598548,-0.19728908091121733,65671.0,0.8572901844575278,3.5599,1.581545159713892,0.5420586185554228,-7621.0,-3311.0,-10932.0,135,0.896439065978451,-0.6851060937354411,0.5420586185554228,-0.6851060937354411
S2005,S01_window,第2レンジ 11-14時（締切20h・決済23h）,446144.0,1.1753312784846808,4.8226,1.1892385085815744,0.9883057687784756,70084.0,-3530.0,66554.0,134,1.121537524209974,-0.06770098437160033,72283.0,0.9436053418273436,3.8435,1.7075392065396064,0.5526112303679375,-1009.0,-3311.0,-4320.0,142,0.9596241688549926,-0.7479150376846139,0.5526112303679375,-0.7479150376846139
S2063,S08_window_x_rr,第2レンジ13-16時 × RR1.3,487529.0,1.284356806027556,5.022,1.2384099427895048,1.0371014973721517,111469.0,-3530.0,107939.0,279,1.1944468815645077,-0.043963061224997046,47615.0,0.6215814002062583,3.3156,1.473010795681727,0.42198020681754944,-25677.0,-3311.0,-28988.0,258,0.7134829304728951,-0.759527865208832,0.42198020681754944,-0.759527865208832
S2013,S01_window,第2レンジ 14-16時（締切20h・決済23h）,381975.0,1.0062830949182011,5.1569,1.2716758729532451,0.7913046998220422,5915.0,-3530.0,2385.0,232,1.004456944146769,-0.26721892880647613,44518.0,0.5811521741968331,3.3188,1.4744324492425251,0.3941531363443569,-28774.0,-3311.0,-32085.0,228,0.6802143747712603,-0.7942180744712648,0.3941531363443569,-0.7942180744712648
S2004,S01_window,第2レンジ 11-13時（締切20h・決済23h）,446751.0,1.1769303722437368,4.2962,1.0594298678240284,1.1109091861465485,70691.0,-3530.0,67161.0,67,1.1226207030216755,0.06319083519764712,62337.0,0.8137670848400194,3.8516,1.711137767115376,0.4755707579360265,-10955.0,-3311.0,-14266.0,84,0.8638833125272809,-0.8472544545880951,0.4755707579360265,-0.8472544545880951
S2061,S08_window_x_rr,第2レンジ11-13時 × RR2.5,362538.0,0.9550778471508733,5.371,1.3244722825014796,0.7211006676161276,-13522.0,-3530.0,-17052.0,66,0.9678933989683287,-0.3565788835331509,62488.0,0.815738287012258,3.8587,1.7142920609533963,0.47584557240414954,-10804.0,-3311.0,-14115.0,84,0.865368536926442,-0.8489235240269543,0.47584557240414954,-0.8489235240269543
S2062,S08_window_x_rr,第2レンジ11-13時 × RR3.0,367305.0,0.9676361337232277,5.3375,1.3162112842769778,0.7351677844448585,-8755.0,-3530.0,-12285.0,66,0.976912294022269,-0.3392989902547088,61073.0,0.7972664255969087,3.8587,1.7142920609533963,0.4650703598041004,-12219.0,-3311.0,-15530.0,84,0.8514094527576781,-0.8628826081957182,0.4650703598041004,-0.8628826081957182
S2036,S03_range_filter,レンジ幅 0.3〜1.5ATR（既定0.40〜1.00）,444267.0,1.1703864696119497,8.1287,2.0045127244032352,0.5838757995214953,68207.0,-3530.0,64677.0,236,1.1181853490078,-0.8863273753954353,76381.0,0.9971019411772385,3.1723,1.409347372162246,0.7074919646300307,3089.0,-3311.0,-222.0,229,0.9979415125057588,-0.41140585965648724,0.5838757995214953,-0.8863273753954353
S2060,S08_window_x_rr,第2レンジ11-13時 × RR2.0,393525.0,1.036710661503201,5.4011,1.331894851055435,0.7783727526851532,17465.0,-3530.0,13935.0,67,1.0259279719575596,-0.30596687909787534,59714.0,0.7795256060467606,3.8881,1.7273535030432272,0.45128319401523964,-13578.0,-3311.0,-16889.0,84,0.8379142450535626,-0.8894392579896646,0.45128319401523964,-0.8894392579896646
S2003,S01_window,第2レンジ 9-13時（締切20h・決済23h）,417913.0,1.1009589293711637,6.7722,1.6700039455513906,0.6592552863745819,41853.0,-3530.0,38323.0,295,1.0706745852810042,-0.5993293602703864,67771.0,0.8847042544025691,4.0968,1.8200719712115152,0.4860820167532569,-5521.0,-3311.0,-8832.0,263,0.9166987985831397,-0.9033731726283755,0.4860820167532569,-0.9033731726283755
S2011,S01_window,第2レンジ 13-16時（締切20h・決済23h）,508031.0,1.3383677125319424,5.0208,1.2381140264351944,1.0809729022983454,131971.0,-3530.0,128441.0,279,1.2298965129027217,-0.008217513532472687,47351.0,0.618135059984596,3.8863,1.7265538229152781,0.35801667563474954,-25941.0,-3311.0,-29252.0,258,0.7106719882517393,-1.015881834663539,0.35801667563474954,-1.015881834663539
S2066,S08_window_x_rr,第2レンジ13-16時 × RR3.0,428166.0,1.1279696514660555,5.0523,1.2458818307358452,0.9053584566682795,52106.0,-3530.0,48576.0,278,1.0892590190862852,-0.15662281164956005,56063.0,0.7318642872994531,4.1047,1.8235816784397352,0.40133342857756693,-17229.0,-3311.0,-20540.0,256,0.8012087699176508,-1.0223729085220845,0.40133342857756693,-1.0223729085220845
S2065,S08_window_x_rr,第2レンジ13-16時 × RR2.5,430708.0,1.1346663505361048,5.0044,1.2340698362596174,0.919450680340103,54648.0,-3530.0,51118.0,278,1.0938465584852766,-0.14022327777434085,51760.0,0.6756915525501612,4.1026,1.8226487182904614,0.37071957188981575,-21532.0,-3311.0,-24843.0,256,0.7570445329305353,-1.065604185359926,0.37071957188981575,-1.065604185359926
S2007,S01_window,第2レンジ 12-14時（締切20h・決済23h）,474065.0,1.2488869569798993,4.1867,1.032427500493194,1.2096606845355262,98005.0,-3530.0,94475.0,65,1.1709313190523822,0.13850381855918825,82600.0,1.0782867511716252,4.8318,2.1466080234572837,0.5023212153260092,9308.0,-3311.0,5997.0,64,1.0549729665115615,-1.0916350569457223,0.5023212153260092,-1.0916350569457223
S2064,S08_window_x_rr,第2レンジ13-16時 × RR2.0,422729.0,1.1136463025896362,5.0281,1.2399141842572499,0.8981640154852714,46669.0,-3530.0,43139.0,278,1.079420268014678,-0.1604939162425718,47617.0,0.6216075088443012,4.1033,1.822959705006886,0.34098806854425406,-25675.0,-3311.0,-28986.0,256,0.7135042082129098,-1.1094554967939763,0.34098806854425406,-1.1094554967939763
S2059,S08_window_x_rr,第2レンジ11-13時 × RR1.3,425957.0,1.12215021470534,4.2993,1.0601943184059972,1.058438245917497,49897.0,-3530.0,46367.0,69,1.0852660261489917,0.025071707742994498,58901.0,0.7689124446823231,4.376,1.9441112443911326,0.39550846017720315,-14391.0,-3311.0,-17702.0,84,0.829798397610626,-1.1143128467805066,0.39550846017720315,-1.1143128467805066
S2014,S01_window,第2レンジ 14-17時（締切20h・決済23h）,390859.0,1.0296872941858322,8.6852,2.1417439337147366,0.48077049640565406,14799.0,-3530.0,11269.0,292,1.0209883843411647,-1.120755549373572,57541.0,0.7511585708131535,2.4602,1.0929850282109377,0.6872542179673715,-15751.0,-3311.0,-19062.0,253,0.8161490043389851,-0.2768360238719526,0.48077049640565406,-1.120755549373572
S2009,S01_window,第2レンジ 12-16時（締切20h・決済23h）,445213.0,1.1728786322084355,7.1309,1.7584582757940421,0.666992585694884,69153.0,-3530.0,65623.0,320,1.119875343302962,-0.6385829324910801,36089.0,0.47111731916504573,4.9059,2.17952818872451,0.2161556439610676,-37203.0,-3311.0,-40514.0,285,0.5860324164263561,-1.5934957722981542,0.2161556439610676,-1.5934957722981542
S2002,S01_window,第2レンジ 9-12時（締切20h・決済23h）,401884.0,1.0587317895624226,6.6501,1.639894456500296,0.6456097130920642,25824.0,-3530.0,22294.0,227,1.0413531305034518,-0.5985413259968442,54547.0,0.7120739396629375,6.4908,2.8836465413834467,0.2469352361476715,-18745.0,-3311.0,-22056.0,217,0.7857652440661617,-2.097881297317285,0.2469352361476715,-2.097881297317285
