proposal_id,family,description,parameter_json
N011,S2,CADJPY／ScaNewRangeEnd=7,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":7,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CADJPY"",""ScaNewTradeEnd"":12}"
N012,S2,CADJPY／ScaNewRangeEnd=11,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":11,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CADJPY"",""ScaNewTradeEnd"":12}"
N013,S2,CHFJPY／ScaNewRangeEnd=7,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":7,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CHFJPY"",""ScaNewTradeEnd"":12}"
N014,S2,CHFJPY／ScaNewRangeEnd=11,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":11,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CHFJPY"",""ScaNewTradeEnd"":12}"
N015,S2,NZDJPY／ScaNewRangeEnd=7,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":7,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""NZDJPY"",""ScaNewTradeEnd"":12}"
N016,S2,NZDJPY／ScaNewRangeEnd=11,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":11,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""NZDJPY"",""ScaNewTradeEnd"":12}"
N017,S3,EURJPY／ScaNewTradeEnd=15,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""EURJPY"",""ScaNewTradeEnd"":15}"
N018,S3,EURJPY／ScaNewTradeEnd=18,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""EURJPY"",""ScaNewTradeEnd"":18}"
N019,S3,AUDJPY／ScaNewTradeEnd=15,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""AUDJPY"",""ScaNewTradeEnd"":15}"
N020,S3,AUDJPY／ScaNewTradeEnd=18,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""AUDJPY"",""ScaNewTradeEnd"":18}"
N021,S3,CADJPY／ScaNewTradeEnd=15,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CADJPY"",""ScaNewTradeEnd"":15}"
N022,S3,CADJPY／ScaNewTradeEnd=18,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CADJPY"",""ScaNewTradeEnd"":18}"
N023,S3,CHFJPY／ScaNewTradeEnd=15,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CHFJPY"",""ScaNewTradeEnd"":15}"
N024,S3,CHFJPY／ScaNewTradeEnd=18,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CHFJPY"",""ScaNewTradeEnd"":18}"
N025,S3,NZDJPY／ScaNewTradeEnd=15,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""NZDJPY"",""ScaNewTradeEnd"":15}"
N026,S3,NZDJPY／ScaNewTradeEnd=18,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""NZDJPY"",""ScaNewTradeEnd"":18}"
N027,S4,EURJPY／ScaNewRR=1.5,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":1.5,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""EURJPY"",""ScaNewTradeEnd"":12}"
N028,S4,EURJPY／ScaNewRR=3.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":3.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""EURJPY"",""ScaNewTradeEnd"":12}"
N029,S4,AUDJPY／ScaNewRR=1.5,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":1.5,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""AUDJPY"",""ScaNewTradeEnd"":12}"
N030,S4,AUDJPY／ScaNewRR=3.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":3.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""AUDJPY"",""ScaNewTradeEnd"":12}"
N031,S4,CADJPY／ScaNewRR=1.5,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":1.5,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CADJPY"",""ScaNewTradeEnd"":12}"
N032,S4,CADJPY／ScaNewRR=3.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":3.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CADJPY"",""ScaNewTradeEnd"":12}"
N033,S4,CHFJPY／ScaNewRR=1.5,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":1.5,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CHFJPY"",""ScaNewTradeEnd"":12}"
N034,S4,CHFJPY／ScaNewRR=3.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":3.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CHFJPY"",""ScaNewTradeEnd"":12}"
N035,S4,NZDJPY／ScaNewRR=1.5,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":1.5,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""NZDJPY"",""ScaNewTradeEnd"":12}"
N036,S4,NZDJPY／ScaNewRR=3.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":3.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""NZDJPY"",""ScaNewTradeEnd"":12}"
N037,S5,EURJPY／ScaNewMinRange=0.2・ScaNewMaxRange=1.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.2,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""EURJPY"",""ScaNewTradeEnd"":12}"
N038,S5,EURJPY／ScaNewMinRange=0.4・ScaNewMaxRange=1.4,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.4,""ScaNewMinRange"":0.4,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""EURJPY"",""ScaNewTradeEnd"":12}"
N039,S5,AUDJPY／ScaNewMinRange=0.2・ScaNewMaxRange=1.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.2,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""AUDJPY"",""ScaNewTradeEnd"":12}"
N040,S5,AUDJPY／ScaNewMinRange=0.4・ScaNewMaxRange=1.4,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.4,""ScaNewMinRange"":0.4,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""AUDJPY"",""ScaNewTradeEnd"":12}"
N041,S5,CADJPY／ScaNewMinRange=0.2・ScaNewMaxRange=1.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.2,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CADJPY"",""ScaNewTradeEnd"":12}"
N042,S5,CADJPY／ScaNewMinRange=0.4・ScaNewMaxRange=1.4,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.4,""ScaNewMinRange"":0.4,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CADJPY"",""ScaNewTradeEnd"":12}"
N043,S5,CHFJPY／ScaNewMinRange=0.2・ScaNewMaxRange=1.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.2,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CHFJPY"",""ScaNewTradeEnd"":12}"
N044,S5,CHFJPY／ScaNewMinRange=0.4・ScaNewMaxRange=1.4,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.4,""ScaNewMinRange"":0.4,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CHFJPY"",""ScaNewTradeEnd"":12}"
N045,S5,NZDJPY／ScaNewMinRange=0.2・ScaNewMaxRange=1.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.2,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""NZDJPY"",""ScaNewTradeEnd"":12}"
N046,S5,NZDJPY／ScaNewMinRange=0.4・ScaNewMaxRange=1.4,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.4,""ScaNewMinRange"":0.4,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""NZDJPY"",""ScaNewTradeEnd"":12}"
N047,S6,EURJPY／ScaNewBuffer=0.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.0,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""EURJPY"",""ScaNewTradeEnd"":12}"
N048,S6,EURJPY／ScaNewBoostMult=4.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":4.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""EURJPY"",""ScaNewTradeEnd"":12}"
N049,S6,AUDJPY／ScaNewBuffer=0.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.0,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""AUDJPY"",""ScaNewTradeEnd"":12}"
N050,S6,AUDJPY／ScaNewBoostMult=4.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":4.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""AUDJPY"",""ScaNewTradeEnd"":12}"
N051,S6,CADJPY／ScaNewBuffer=0.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":2.0,""ScaNewBuffer"":0.0,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CADJPY"",""ScaNewTradeEnd"":12}"
N052,S6,CADJPY／ScaNewBoostMult=4.0,"{""GlobalLotMult"":1,""ScaNewBoostMult"":4.0,""ScaNewBuffer"":0.1,""ScaNewEnable"":true,""ScaNewForceClose"":22,""ScaNewLot"":0.01,""ScaNewMaxRange"":1.0,""ScaNewMinRange"":0.3,""ScaNewRR"":2.0,""ScaNewRangeEnd"":9,""ScaNewRangeStart"":0,""ScaNewRevBoost"":true,""ScaNewSkipFriday"":false,""ScaNewSymbol"":""CADJPY"",""ScaNewTradeEnd"":12}"
