proposal_id,family,combo,description,parameter_json
HX0011,H01_extend_fine,-,ピーク0.5ATR到達でTPを1.00ATR延長,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 0, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0012,H01_extend_fine,-,ピーク0.5ATR到達でTPを1.05ATR延長,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.05, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 0, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0013,H01_extend_fine,-,ピーク0.5ATR到達でTPを1.10ATR延長,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.1, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 0, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0014,H01_extend_fine,-,ピーク0.5ATR到達でTPを1.15ATR延長,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.15, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 0, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0015,H01_extend_fine,-,ピーク0.5ATR到達でTPを1.20ATR延長,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.2, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 0, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0016,H01_extend_fine,-,ピーク0.5ATR到達でTPを1.25ATR延長,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.25, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 0, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0017,H01_extend_fine,-,ピーク0.5ATR到達でTPを1.30ATR延長,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.3, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 0, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0018,H01_extend_fine,-,ピーク0.5ATR到達でTPを1.35ATR延長,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.35, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 0, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0019,H01_extend_fine,-,ピーク0.5ATR到達でTPを1.40ATR延長,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.4, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 0, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0020,H01_extend_fine,-,ピーク0.5ATR到達でTPを1.45ATR延長,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.45, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 0, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0021,H01_extend_fine,-,ピーク0.5ATR到達でTPを1.50ATR延長,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.5, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 0, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0022,H02_tp_atr_fine,-,TPを1.40ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 1.4, ""SxitTradeEndHour"": -1}"
HX0023,H02_tp_atr_fine,-,TPを1.50ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 1.5, ""SxitTradeEndHour"": -1}"
HX0024,H02_tp_atr_fine,-,TPを1.60ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 1.6, ""SxitTradeEndHour"": -1}"
HX0025,H02_tp_atr_fine,-,TPを1.70ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 1.7, ""SxitTradeEndHour"": -1}"
HX0026,H02_tp_atr_fine,-,TPを1.80ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 1.8, ""SxitTradeEndHour"": -1}"
HX0027,H02_tp_atr_fine,-,TPを1.90ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 1.9, ""SxitTradeEndHour"": -1}"
HX0028,H02_tp_atr_fine,-,TPを2.00ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 2.0, ""SxitTradeEndHour"": -1}"
HX0029,H02_tp_atr_fine,-,TPを2.10ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 2.1, ""SxitTradeEndHour"": -1}"
HX0030,H02_tp_atr_fine,-,TPを2.20ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 2.2, ""SxitTradeEndHour"": -1}"
HX0031,H02_tp_atr_fine,-,TPを2.30ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 2.3, ""SxitTradeEndHour"": -1}"
HX0032,H02_tp_atr_fine,-,TPを2.40ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 2.4, ""SxitTradeEndHour"": -1}"
HX0033,H02_tp_atr_fine,-,TPを2.50ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 2.5, ""SxitTradeEndHour"": -1}"
HX0034,H02_tp_atr_fine,-,TPを2.60ATRの距離に置く,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 2, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 2.6, ""SxitTradeEndHour"": -1}"
HX0035,H03_rr_fine,-,RRを1.55に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.55, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0036,H03_rr_fine,-,RRを1.60に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.6, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0037,H03_rr_fine,-,RRを1.65に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.65, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0038,H03_rr_fine,-,RRを1.70に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.7, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0039,H03_rr_fine,-,RRを1.75に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.75, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0040,H03_rr_fine,-,RRを1.80に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.8, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0041,H03_rr_fine,-,RRを1.85に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.85, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0042,H03_rr_fine,-,RRを1.90に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.9, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0043,H03_rr_fine,-,RRを1.95に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.95, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0044,H03_rr_fine,-,RRを2.00に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 2.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0045,H03_rr_fine,-,RRを2.05に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 2.05, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0046,H03_rr_fine,-,RRを2.10に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 2.1, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0047,H03_rr_fine,-,RRを2.15に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 2.15, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0048,H03_rr_fine,-,RRを2.20に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 2.2, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0049,H03_rr_fine,-,RRを2.25に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 2.25, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0050,H03_rr_fine,-,RRを2.30に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 2.3, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
HX0051,H03_rr_fine,-,RRを2.35に変更（現行1.7）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 2.35, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
