attempt_id,run_id,proposal_id,family,combo,window,terminal,status,decision,gate_code,reason,returncode,net,pf,dd_pct,trades,net_ratio,pf_ratio,dd_delta,trade_ratio,baseline_net,baseline_pf,baseline_dd,baseline_trades,baseline_at,baseline_pb,baseline_sca,pb_gold,sca_gold,sca_net_ratio,pb_drift,ea_sha256,parameter_json,config_file,deal_file,started_at,finished_at,elapsed_seconds,error
0949621c35f745c49ef18dc01f26047b,sx_is_SX0008_20260902225453_a7ea48,SX0008,G01_rr_sweep,PP0428併用,IS,BT1,OK,IS_SURVIVOR_PROFIT,PROFIT_UP_DD_OK,"IS net=430850 (+9.93%), PF=2.2821 (+5.34%), DD=3.8598% (-0.0623pt), trades=301 (+0.00%), SCA枠=231381 (+20.21%)",0,430850.0,2.2821,3.8598,301,1.099256,1.053407,-0.0623,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,231381,1.202117,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.4, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0008_20260902225453_a7ea48.yaml,sx_is_SX0008_20260902225453_a7ea48_deals.csv,2026-09-02T22:54:53+00:00,2026-09-02T22:57:07+00:00,133.628,
f88776015eba465ea9f9f15b27bfe2bd,sx_is_SX0009_20260902225622_0a2990,SX0009,G01_rr_sweep,単独,IS,PROD,OK,IS_REJECT,PROFIT_DAMAGED,"IS net=377470 (-3.69%), PF=2.1233 (-1.99%), DD=3.9465% (+0.0244pt), trades=301 (+0.00%), SCA枠=178001 (-7.52%)",0,377470.0,2.1233,3.9465,301,0.963064,0.980105,0.0244,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,178001,0.924786,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.5, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0009_20260902225622_0a2990.yaml,sx_is_SX0009_20260902225622_0a2990_deals.csv,2026-09-02T22:56:22+00:00,2026-09-02T22:58:26+00:00,123.782,
9a7235838cc54ccd84f9e2abb00182bf,sx_is_SX0010_20260902225826_dcf43b,SX0010,G01_rr_sweep,PP0428併用,IS,PROD,OK,IS_SURVIVOR_PROFIT,PROFIT_UP_DD_OK,"IS net=433654 (+10.64%), PF=2.2905 (+5.73%), DD=3.8587% (-0.0634pt), trades=301 (+0.00%), SCA枠=234185 (+21.67%)",0,433654.0,2.2905,3.8587,301,1.10641,1.057284,-0.0634,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,234185,1.216685,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.5, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0010_20260902225826_dcf43b.yaml,sx_is_SX0010_20260902225826_dcf43b_deals.csv,2026-09-02T22:58:26+00:00,2026-09-02T23:00:56+00:00,149.296,
6e0b71b1cbc94912b645df3e4ff31ad3,sx_oos_SX0008_20260902225707_aa113b,SX0008,G01_rr_sweep,PP0428併用,OOS,BT1,OK,ADOPT_CANDIDATE,BOTH_WINDOWS_IMPROVED,"IS net=430850 (+9.93%), PF=2.2821 (+5.34%), DD=3.8598% (-0.0623pt), trades=301 (+0.00%), SCA枠=231381 (+20.21%); OOS net=49880 (+20.15%), PF=1.3185 (+4.22%), DD=1.8793% (-0.1612pt), trades=329 (+0.00%), SCA枠=48409 (+20.89%)",0,49880.0,1.3185,1.8793,329,1.201464,1.04221,-0.1612,1.0,41516.0,1.2651,2.0405,329,,1471.0,40045.0,1471,48409,1.208865,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.4, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_oos_SX0008_20260902225707_aa113b.yaml,sx_oos_SX0008_20260902225707_aa113b_deals.csv,2026-09-02T22:57:07+00:00,2026-09-02T23:07:27+00:00,619.617,
c747e8edf9d341d3a02eb28366b36a42,sx_is_SX0011_20260902230727_f97264,SX0011,G01_rr_sweep,単独,IS,BT1,OK,IS_REJECT,PROFIT_DAMAGED,"IS net=385670 (-1.60%), PF=2.1477 (-0.86%), DD=3.9294% (+0.0073pt), trades=301 (+0.00%), SCA枠=186201 (-3.26%)",0,385670.0,2.1477,3.9294,301,0.983985,0.991368,0.0073,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,186201,0.967388,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.6, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0011_20260902230727_f97264.yaml,sx_is_SX0011_20260902230727_f97264_deals.csv,2026-09-02T23:07:27+00:00,2026-09-02T23:09:26+00:00,118.905,
9a18cbc151b946ad90e0ca55ee8ef0b5,sx_oos_SX0010_20260902230056_a08846,SX0010,G01_rr_sweep,PP0428併用,OOS,PROD,OK,ADOPT_CANDIDATE,BOTH_WINDOWS_IMPROVED,"IS net=433654 (+10.64%), PF=2.2905 (+5.73%), DD=3.8587% (-0.0634pt), trades=301 (+0.00%), SCA枠=234185 (+21.67%); OOS net=50454 (+21.53%), PF=1.3221 (+4.51%), DD=1.8793% (-0.1612pt), trades=329 (+0.00%), SCA枠=48983 (+22.32%)",0,50454.0,1.3221,1.8793,329,1.21529,1.045056,-0.1612,1.0,41516.0,1.2651,2.0405,329,,1471.0,40045.0,1471,48983,1.223199,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.5, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_oos_SX0010_20260902230056_a08846.yaml,sx_oos_SX0010_20260902230056_a08846_deals.csv,2026-09-02T23:00:56+00:00,2026-09-02T23:11:12+00:00,615.532,
dc473377845a40cbaafde6e30a1a792c,sx_is_SX0012_20260902230926_4eccec,SX0012,G01_rr_sweep,PP0428併用,IS,BT1,OK,IS_SURVIVOR_PROFIT,PROFIT_UP_DD_OK,"IS net=437349 (+11.58%), PF=2.3015 (+6.24%), DD=3.8534% (-0.0687pt), trades=301 (+0.00%), SCA枠=237880 (+23.59%)",0,437349.0,2.3015,3.8534,301,1.115837,1.062362,-0.0687,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,237880,1.235882,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.6, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0012_20260902230926_4eccec.yaml,sx_is_SX0012_20260902230926_4eccec_deals.csv,2026-09-02T23:09:26+00:00,2026-09-02T23:11:40+00:00,133.824,
cd4d25a3d7a548f6a984fb69c2daf6b9,sx_is_SX0013_20260902231112_185d71,SX0013,G01_rr_sweep,単独,IS,PROD,OK,IS_REJECT,PROFIT_DAMAGED,"IS net=385285 (-1.70%), PF=2.1465 (-0.92%), DD=3.9109% (-0.0112pt), trades=301 (+0.00%), SCA枠=185816 (-3.46%)",0,385285.0,2.1465,3.9109,301,0.983003,0.990814,-0.0112,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,185816,0.965388,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.8, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0013_20260902231112_185d71.yaml,sx_is_SX0013_20260902231112_185d71_deals.csv,2026-09-02T23:11:12+00:00,2026-09-02T23:13:21+00:00,129.013,
93ddc8f12fc14c0da9309f05b5dba998,sx_is_SX0014_20260902231321_13294a,SX0014,G01_rr_sweep,PP0428併用,IS,PROD,OK,IS_SURVIVOR_PROFIT,PROFIT_UP_DD_OK,"IS net=409920 (+4.59%), PF=2.2198 (+2.46%), DD=3.8744% (-0.0477pt), trades=301 (+0.00%), SCA枠=210451 (+9.34%)",0,409920.0,2.2198,3.8744,301,1.045856,1.024649,-0.0477,1.0,391947.0,2.1664,3.9221,301,,199469.0,192478.0,199469,210451,1.093377,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.8, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_is_SX0014_20260902231321_13294a.yaml,sx_is_SX0014_20260902231321_13294a_deals.csv,2026-09-02T23:13:21+00:00,2026-09-02T23:15:50+00:00,149.035,
b5507db25220435dbb6b3cd28cc856ef,sx_oos_SX0012_20260902231140_2c9b5a,SX0012,G01_rr_sweep,PP0428併用,OOS,BT1,OK,ADOPT_CANDIDATE,BOTH_WINDOWS_IMPROVED,"IS net=437349 (+11.58%), PF=2.3015 (+6.24%), DD=3.8534% (-0.0687pt), trades=301 (+0.00%), SCA枠=237880 (+23.59%); OOS net=51076 (+23.03%), PF=1.3261 (+4.82%), DD=1.8793% (-0.1612pt), trades=329 (+0.00%), SCA枠=49605 (+23.87%)",0,51076.0,1.3261,1.8793,329,1.230273,1.048218,-0.1612,1.0,41516.0,1.2651,2.0405,329,,1471.0,40045.0,1471,49605,1.238731,0,6C61494FDDF6194C8F2D73FC1F534F4F7BDF32D25B2175F74AF093D60DE93E65,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 1, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 1.6, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}",ml\scaexit1\configs\sx_oos_SX0012_20260902231140_2c9b5a.yaml,sx_oos_SX0012_20260902231140_2c9b5a_deals.csv,2026-09-02T23:11:40+00:00,2026-09-02T23:21:55+00:00,614.677,
