position_id,time,magic,symbol,overlap,concentration,profit
294,1480411800,20261001,GBPJPY,3.0,4.0,1839.0
295,1480417200,20261000,USDJPY,4.0,5.0,-301.0
298,1480503600,20261001,GBPJPY,3.0,4.0,1801.0
299,1480510800,20260605,EURUSD,0.0,1.0,-284.0
301,1480525200,20260605,EURUSD,0.0,1.0,-132.0
303,1480528800,20260605,EURUSD,0.0,1.0,-285.0
306,1480579200,20260605,EURUSD,0.0,1.0,-214.0
307,1480608000,20260629,EURUSD,2.0,2.0,-2986.0
308,1480608000,20260629,EURUSD,0.0,1.0,3993.0
310,1480611600,20260605,EURUSD,0.0,1.0,-286.0
312,1480670100,20261001,GBPJPY,3.0,4.0,272.0
314,1480932900,20261002,GOLD,0.0,1.0,-448.0
315,1480932900,20261000,USDJPY,4.0,4.0,-268.0
316,1480935600,20260605,EURUSD,0.0,1.0,1196.0
320,1481097600,20260640,GOLD,0.0,1.0,3708.0
321,1481196600,20261001,GBPJPY,3.0,4.0,-585.0
323,1481248800,20260605,EURUSD,1.0,2.0,-287.0
324,1481280300,20261001,GBPJPY,3.0,4.0,603.0
325,1481299200,20260627,GBPJPY,5.0,5.0,-1364.0
327,1481313600,20260622,USDJPY,5.0,5.0,3894.0
329,1481535000,20261001,GBPJPY,5.0,5.0,93.0
330,1481537700,20261000,USDJPY,7.0,6.0,-805.0
335,1481594400,20260605,EURUSD,2.0,3.0,-288.0
336,1481624100,20261001,GBPJPY,5.0,5.0,-361.0
339,1481673600,20260724,BTCUSD,0.0,1.0,-332.0
342,1481760000,20260628,AUDJPY,3.0,3.0,-517.0
344,1481803200,20260622,USDJPY,3.0,4.0,-1092.0
345,1481803200,20260640,GOLD,0.0,1.0,-1350.0
346,1481805000,20261002,GOLD,1.0,2.0,443.0
348,1481881500,20261001,GBPJPY,5.0,5.0,123.0
351,1482138900,20261001,GBPJPY,0.0,2.0,815.0
354,1482220800,20260622,USDJPY,2.0,3.0,-1068.0
355,1482228900,20261001,GBPJPY,4.0,4.0,-601.0
356,1482229800,20261000,USDJPY,5.0,5.0,-366.0
359,1482244200,20261002,GOLD,2.0,3.0,-262.0
363,1482317100,20261001,GBPJPY,0.0,2.0,-8.0
364,1482350400,20260774,GBPUSD,1.0,2.0,1273.0
368,1482832800,20261002,GOLD,0.0,1.0,-803.0
371,1482930000,20260605,EURUSD,1.0,2.0,-37.0
374,1482984000,20260605,EURUSD,0.0,1.0,1224.0
377,1483091100,20261001,GBPJPY,1.0,2.0,322.0
378,1483092000,20261000,USDJPY,2.0,3.0,-360.0
381,1483434900,20261000,USDJPY,1.0,2.0,-78.0
382,1483434900,20261001,GBPJPY,2.0,3.0,-666.0
383,1483443900,20261002,GOLD,1.0,2.0,-2426.0
384,1483466400,20260605,EURUSD,2.0,3.0,-294.0
389,1483521300,20261001,GBPJPY,1.0,2.0,-898.0
390,1483525800,20261002,GOLD,0.0,1.0,41.0
392,1483549200,20260605,EURUSD,1.0,2.0,1211.0
395,1483660801,20260724,BTCUSD,0.0,1.0,-620.0
396,1483704000,20260774,GBPUSD,0.0,1.0,1294.0
398,1483952400,20260629,EURUSD,0.0,1.0,-1385.0
399,1483952400,20260629,EURUSD,0.0,1.0,1428.0
400,1483953300,20261001,GBPJPY,0.0,1.0,1739.0
402,1484135100,20261001,GBPJPY,0.0,1.0,-1344.0
403,1484164800,20260605,EURUSD,1.0,2.0,1208.0
405,1484216100,20261002,GOLD,2.0,3.0,-293.0
408,1484558100,20261001,GBPJPY,0.0,1.0,-1113.0
410,1484648100,20261002,GOLD,1.0,2.0,-128.0
411,1484651700,20261000,USDJPY,2.0,3.0,433.0
414,1484740800,20260610,USDJPY,1.0,2.0,-500.0
419,1485144000,20260610,USDJPY,0.0,1.0,1070.0
421,1485230400,20260610,USDJPY,0.0,1.0,-500.0
422,1485250200,20261001,GBPJPY,0.0,1.0,-3702.0
424,1485252000,20261002,GOLD,0.0,1.0,11.0
426,1485256500,20261001,GBPJPY,1.0,2.0,-655.0
429,1485336600,20261001,GBPJPY,0.0,1.0,-807.0
430,1485342000,20261002,GOLD,0.0,1.0,408.0
432,1485343800,20261001,GBPJPY,1.0,2.0,3072.0
435,1485426600,20261001,GBPJPY,1.0,2.0,193.0
436,1485431100,20261002,GOLD,0.0,1.0,877.0
437,1485431100,20261000,USDJPY,3.0,3.0,413.0
438,1485432000,20260774,GBPUSD,1.0,2.0,-571.0
443,1485770400,20260605,EURUSD,0.0,1.0,-102.0
444,1485774000,20261001,GBPJPY,0.0,1.0,1688.0
447,1485828000,20260605,EURUSD,0.0,1.0,1151.0
448,1485856800,20261001,GBPJPY,0.0,1.0,-656.0
450,1485871200,20261002,GOLD,1.0,2.0,676.0
451,1485892800,20260774,GBPUSD,1.0,2.0,1226.0
453,1485942300,20261001,GBPJPY,2.0,2.0,712.0
454,1485943200,20261000,USDJPY,2.0,3.0,-564.0
459,1486037700,20261002,GOLD,0.0,1.0,-675.0
461,1486116900,20261001,GBPJPY,1.0,2.0,-887.0
462,1486126800,20260605,EURUSD,0.0,1.0,-106.0
464,1486130400,20260605,EURUSD,0.0,1.0,-284.0
467,1486339200,20260724,BTCUSD,0.0,1.0,-449.0
468,1486400400,20260605,EURUSD,0.0,1.0,-179.0
469,1486411200,20260640,GOLD,0.0,1.0,-2022.0
471,1486414800,20260605,EURUSD,2.0,3.0,-292.0
473,1486462500,20261001,GBPJPY,0.0,1.0,-816.0
474,1486483200,20260774,GBPUSD,2.0,3.0,1243.0
478,1487242800,20261000,USDJPY,1.0,2.0,493.0
480,1487328300,20261001,GBPJPY,0.0,1.0,7644.0
481,1487332800,20260640,GOLD,1.0,2.0,-1338.0
483,1487582100,20261001,GBPJPY,1.0,2.0,245.0
486,1487707200,20260640,GOLD,1.0,2.0,1645.0
487,1487763000,20261000,USDJPY,2.0,3.0,3.0
490,1487844900,20261001,GBPJPY,1.0,2.0,408.0
492,1487934000,20261001,GBPJPY,0.0,1.0,7380.0
493,1487936700,20261000,USDJPY,1.0,2.0,912.0
495,1487952000,20260640,GOLD,1.0,2.0,-1138.0
496,1487952000,20260605,EURUSD,2.0,3.0,-281.0
498,1487955600,20260605,EURUSD,0.0,1.0,-280.0
502,1488232800,20260605,EURUSD,0.0,1.0,-278.0
504,1488274200,20261001,GBPJPY,0.0,1.0,505.0
507,1488326400,20260605,EURUSD,0.0,1.0,-285.0
508,1488366900,20261001,GBPJPY,1.0,2.0,-1026.0
509,1488377700,20261002,GOLD,1.0,2.0,-657.0
512,1488448800,20261001,GBPJPY,1.0,2.0,61.0
513,1488456900,20261002,GOLD,1.0,2.0,1069.0
516,1488541500,20261001,GBPJPY,0.0,1.0,-683.0
518,1488571200,20260610,USDJPY,2.0,2.0,-500.0
521,1488792600,20261001,GBPJPY,0.0,1.0,154.0
523,1488873600,20260774,GBPUSD,0.0,1.0,1232.0
524,1488880800,20261001,GBPJPY,1.0,2.0,-174.0
525,1488916800,20260605,EURUSD,0.0,1.0,-109.0
527,1488920400,20260605,EURUSD,1.0,2.0,-294.0
529,1488966300,20261001,GBPJPY,1.0,2.0,-546.0
531,1488988800,20260610,USDJPY,3.0,3.0,-486.0
532,1489057200,20261000,USDJPY,5.0,4.0,-33.0
534,1489075200,20260605,EURUSD,0.0,2.0,1199.0
536,1489137300,20261001,GBPJPY,2.0,3.0,-808.0
539,1489395630,20260724,BTCUSD,0.0,1.0,-1536.0
540,1489396500,20261001,GBPJPY,2.0,3.0,242.0
543,1489484700,20261000,USDJPY,2.0,3.0,-382.0
544,1489486500,20261001,GBPJPY,0.0,2.0,34.0
548,1489636800,20260610,USDJPY,1.0,2.0,1020.0
549,1489656600,20261000,USDJPY,2.0,3.0,-510.0
550,1489657500,20261002,GOLD,3.0,4.0,-266.0
551,1489657500,20261001,GBPJPY,1.0,2.0,-849.0
555,1490001300,20261001,GBPJPY,0.0,1.0,-525.0
558,1490087700,20261001,GBPJPY,1.0,2.0,-152.0
560,1490140830,20260610,USDJPY,1.0,2.0,1015.0
561,1490177700,20261001,GBPJPY,0.0,1.0,1054.0
562,1490181300,20261000,USDJPY,3.0,3.0,53.0
565,1490261400,20261000,USDJPY,2.0,3.0,119.0
566,1490266800,20261001,GBPJPY,1.0,2.0,-4572.0
570,1490356800,20260774,GBPUSD,1.0,2.0,1227.0
572,1490774400,20260774,GBPUSD,1.0,2.0,1230.0
573,1490821200,20260605,EURUSD,0.0,1.0,1174.0
574,1490868900,20261001,GBPJPY,0.0,0.0,-4590.0
577,1490954400,20261001,GBPJPY,0.0,1.0,-906.0
579,1491219900,20261001,GBPJPY,0.0,1.0,5316.0
582,1491392700,20261001,GBPJPY,1.0,2.0,347.0
584,1491487200,20261002,GOLD,0.0,0.0,-196.0
586,1491811200,20260774,GBPUSD,1.0,2.0,1214.0
587,1491903900,20261001,GBPJPY,0.0,0.0,-416.0
589,1491993000,20261001,GBPJPY,2.0,2.0,-186.0
591,1492027200,20260628,AUDJPY,0.0,1.0,-735.0
594,1492074900,20261001,GBPJPY,1.0,2.0,-600.0
595,1492077600,20261000,USDJPY,2.0,3.0,-144.0
596,1492106400,20260605,EURUSD,0.0,1.0,-278.0
599,1492171200,20260628,AUDJPY,0.0,0.0,-1467.0
601,1492508700,20261001,GBPJPY,0.0,1.0,-458.0
603,1492527600,20260605,EURUSD,1.0,2.0,2357.0
604,1492549200,20260629,EURUSD,3.0,3.0,2199.0
605,1492549200,20260629,EURUSD,0.0,2.0,-36.0
606,1492596900,20261001,GBPJPY,0.0,1.0,-754.0
607,1492597800,20261000,USDJPY,1.0,2.0,-157.0
608,1492601400,20261002,GOLD,0.0,0.0,-4.0
612,1492681500,20261001,GBPJPY,0.0,1.0,520.0
616,1493113500,20261001,GBPJPY,1.0,2.0,1453.0
617,1493115300,20261002,GOLD,0.0,0.0,745.0
618,1493115300,20261000,USDJPY,2.0,3.0,771.0
625,1493251260,20260724,BTCUSD,0.0,1.0,34.0
626,1493284500,20261001,GBPJPY,1.0,2.0,265.0
628,1493631000,20261000,USDJPY,1.0,2.0,-39.0
629,1493631000,20261001,GBPJPY,2.0,3.0,-172.0
632,1493716500,20261001,GBPJPY,1.0,2.0,258.0
634,1493802900,20261001,GBPJPY,0.0,1.0,-504.0
636,1493891100,20261002,GOLD,0.0,0.0,351.0
637,1493891100,20261001,GBPJPY,0.0,1.0,-3564.0
639,1493897400,20261001,GBPJPY,1.0,2.0,-111.0
642,1494000000,20260610,USDJPY,1.0,2.0,1106.0
643,1494270000,20260605,EURUSD,0.0,1.0,-295.0
646,1494342000,20260605,EURUSD,0.0,1.0,-280.0
649,1494622800,20260605,EURUSD,0.0,1.0,1172.0
650,1494806400,20260724,BTCUSD,1.0,2.0,-52.0
651,1494839700,20261001,GBPJPY,1.0,2.0,49.0
652,1494842400,20261000,USDJPY,2.0,3.0,34.0
653,1494849600,20260627,GBPJPY,4.0,4.0,-976.0
656,1494926100,20261000,USDJPY,2.0,3.0,272.0
658,1494934200,20261001,GBPJPY,2.0,2.0,-3612.0
662,1495013400,20261001,GBPJPY,0.0,1.0,1259.0
663,1495026000,20261002,GOLD,1.0,2.0,1153.0
666,1495099800,20261002,GOLD,0.0,0.0,-713.0
667,1495107900,20261001,GBPJPY,1.0,2.0,-1309.0
669,1495116000,20261002,GOLD,1.0,2.0,-1512.0
671,1495137600,20260610,USDJPY,1.0,2.0,-516.0
674,1495152090,20260610,USDJPY,1.0,2.0,-499.0
675,1495189800,20261001,GBPJPY,2.0,3.0,500.0
678,1495532700,20261001,GBPJPY,0.0,1.0,-730.0
680,1495704600,20261001,GBPJPY,1.0,2.0,-529.0
682,1495793700,20261000,USDJPY,1.0,2.0,71.0
685,1496056500,20261001,GBPJPY,1.0,2.0,-68.0
687,1496142000,20260605,EURUSD,0.0,1.0,-285.0
688,1496142000,20261002,GOLD,1.0,2.0,351.0
690,1496163600,20260605,EURUSD,0.0,1.0,-287.0
693,1496231100,20261001,GBPJPY,0.0,1.0,-1067.0
696,1496316600,20261001,GBPJPY,0.0,1.0,1380.0
698,1496361660,20260605,EURUSD,0.0,1.0,-337.0
699,1496707230,20260724,BTCUSD,1.0,2.0,-680.0
700,1496741400,20261002,GOLD,2.0,3.0,480.0
701,1496743200,20261001,GBPJPY,0.0,1.0,497.0
704,1496835000,20261000,USDJPY,2.0,3.0,-874.0
706,1496933100,20261002,GOLD,0.0,1.0,2112.0
707,1496937600,20260610,USDJPY,1.0,2.0,-544.0
710,1497002400,20260629,EURUSD,0.0,1.0,-1937.0
711,1497002400,20260629,EURUSD,1.0,2.0,3016.0
712,1497009600,20260605,EURUSD,0.0,1.0,-276.0
713,1497009600,20260774,GBPUSD,0.0,1.0,-552.0
717,1497267000,20261000,USDJPY,1.0,2.0,195.0
718,1497267000,20261001,GBPJPY,1.0,2.0,6246.0
719,1497297600,20260610,USDJPY,4.0,3.0,-530.0
723,1497349800,20261000,USDJPY,0.0,1.0,-239.0
725,1497456000,20260605,EURUSD,1.0,2.0,-275.0
727,1497477600,20260605,EURUSD,0.0,1.0,246.0
728,1497524400,20261001,GBPJPY,0.0,1.0,-608.0
729,1497531600,20261002,GOLD,0.0,1.0,1071.0
732,1497571230,20260650,AUDJPY,0.0,1.0,127082.0
733,1497606300,20261001,GBPJPY,1.0,2.0,-643.0
735,1497867300,20261001,GBPJPY,1.0,2.0,-120.0
739,1498438800,20260605,EURUSD,0.0,1.0,1171.0
740,1498555800,20261000,USDJPY,1.0,2.0,-419.0
742,1498582800,20260605,EURUSD,1.0,2.0,1145.0
744,1498648500,20261000,USDJPY,1.0,2.0,-445.0
749,1498730400,20261001,GBPJPY,1.0,2.0,-85.0
750,1498734000,20261002,GOLD,0.0,1.0,157.0
751,1498734900,20261000,USDJPY,3.0,3.0,-862.0
752,1498752000,20260774,GBPUSD,1.0,2.0,-578.0
756,1499073300,20261001,GBPJPY,2.0,2.0,328.0
757,1499077800,20261002,GOLD,0.0,0.0,1315.0
758,1499077800,20261000,USDJPY,2.0,3.0,654.0
762,1499140800,20260610,USDJPY,1.0,2.0,1112.0
764,1499247900,20261001,GBPJPY,2.0,3.0,95.0
765,1499251500,20261000,USDJPY,4.0,4.0,-426.0
766,1499257800,20261002,GOLD,2.0,3.0,-403.0
770,1499336100,20261001,GBPJPY,2.0,3.0,2142.0
771,1499351400,20261002,GOLD,1.0,2.0,-102.0
774,1499457600,20260774,GBPUSD,0.0,1.0,-585.0
775,1499678100,20261001,GBPJPY,3.0,3.0,-429.0
778,1499745600,20260628,AUDJPY,2.0,2.0,2330.0
779,1499764500,20261001,GBPJPY,3.0,3.0,-603.0
781,1499792400,20260605,EURUSD,1.0,2.0,-326.0
783,1499817660,20260724,BTCUSD,1.0,2.0,-360.0
784,1499850900,20261001,GBPJPY,0.0,1.0,-565.0
786,1499918400,20260774,GBPUSD,2.0,3.0,1253.0
787,1499940000,20261001,GBPJPY,3.0,3.0,168.0
789,1499954400,20260605,EURUSD,0.0,1.0,-286.0
791,1499958000,20260605,EURUSD,2.0,3.0,-286.0
795,1500375600,20261001,GBPJPY,2.0,3.0,-3948.0
797,1500378300,20261001,GBPJPY,0.0,1.0,204.0
800,1500547500,20261000,USDJPY,1.0,2.0,-536.0
801,1500559200,20261002,GOLD,0.0,1.0,-634.0
804,1500637500,20261000,USDJPY,1.0,2.0,666.0
806,1500975000,20261001,GBPJPY,0.0,1.0,-2832.0
808,1500982200,20261001,GBPJPY,1.0,2.0,791.0
809,1500998400,20260628,AUDJPY,3.0,3.0,-598.0
811,1501063200,20261001,GBPJPY,0.0,1.0,-2616.0
814,1501147800,20261001,GBPJPY,2.0,3.0,-596.0
816,1501242300,20261001,GBPJPY,2.0,3.0,-300.0
818,1501459200,20260724,BTCUSD,0.0,1.0,920.0
820,1501560000,20260628,AUDJPY,2.0,2.0,-612.0
822,1501660800,20260610,USDJPY,1.0,2.0,896.0
823,1501669800,20261001,GBPJPY,0.0,1.0,-214.0
825,1501760700,20261001,GBPJPY,0.0,1.0,-614.0
827,1501771500,20261002,GOLD,2.0,3.0,-115.0
828,1501772400,20260629,EURUSD,0.0,2.0,-84.0
829,1501772400,20260629,EURUSD,2.0,3.0,-297.0
832,1501779600,20260629,EURUSD,0.0,2.0,-333.0
833,1501779600,20260629,EURUSD,2.0,3.0,236.0
836,1501786800,20260629,EURUSD,0.0,2.0,-258.0
837,1501786800,20260629,EURUSD,2.0,3.0,-1980.0
839,1502273700,20261002,GOLD,2.0,3.0,471.0
842,1502359200,20260605,EURUSD,0.0,1.0,-274.0
843,1502359200,20261001,GBPJPY,0.0,1.0,771.0
844,1502372700,20261002,GOLD,0.0,1.0,392.0
848,1502442900,20261001,GBPJPY,1.0,2.0,-432.0
850,1502451900,20261001,GBPJPY,0.0,1.0,-2574.0
852,1502470800,20260605,EURUSD,1.0,2.0,-82.0
854,1502474400,20260605,EURUSD,0.0,1.0,-274.0
857,1502707500,20261002,GOLD,0.0,1.0,-280.0
858,1502708400,20261000,USDJPY,2.0,2.0,-141.0
861,1502841660,20260724,BTCUSD,0.0,1.0,65.0
862,1502899200,20260774,GBPUSD,0.0,1.0,-564.0
863,1503050400,20261000,USDJPY,0.0,1.0,-438.0
864,1503051300,20261001,GBPJPY,1.0,2.0,-684.0
868,1503311400,20261002,GOLD,1.0,2.0,359.0
869,1503324000,20260605,EURUSD,2.0,3.0,-10.0
872,1503471600,20260605,EURUSD,0.0,1.0,-274.0
874,1503486000,20260605,EURUSD,1.0,2.0,1116.0
875,1503486000,20261001,GBPJPY,0.0,1.0,571.0
877,1503567900,20261001,GBPJPY,1.0,2.0,2646.0
878,1503574200,20261000,USDJPY,2.0,3.0,145.0
879,1503604800,20260627,GBPJPY,0.0,2.0,-1781.0
884,1503950400,20260640,GOLD,1.0,2.0,1512.0
885,1503964800,20260774,GBPUSD,0.0,1.0,-549.0
887,1504006200,20261002,GOLD,2.0,3.0,-1346.0
888,1504022400,20260774,GBPUSD,0.0,2.0,-585.0
891,1504084500,20261001,GBPJPY,1.0,2.0,552.0
892,1504085400,20261000,USDJPY,2.0,3.0,316.0
896,1504281600,20260640,GOLD,0.0,0.0,1986.0
899,1504517400,20261001,GBPJPY,1.0,2.0,-246.0
901,1504611000,20261002,GOLD,0.0,1.0,-1751.0
904,1504699200,20260774,GBPUSD,1.0,2.0,1200.0
905,1504779300,20261001,GBPJPY,0.0,0.0,-416.0
908,1504803600,20260605,EURUSD,1.0,2.0,-294.0
909,1504857600,20260640,GOLD,2.0,3.0,-1187.0
910,1504863900,20261001,GBPJPY,0.0,0.0,-698.0
914,1505123100,20261001,GBPJPY,1.0,2.0,853.0
916,1505149200,20260605,EURUSD,0.0,1.0,-277.0
918,1505160000,20260605,EURUSD,0.0,1.0,-285.0
921,1505215800,20261000,USDJPY,1.0,2.0,798.0
923,1505354400,20260605,EURUSD,0.0,1.0,-275.0
