id,family,classification,status,reason,parameter_json
GDD45_11,event_calendar,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,改訂・公表時刻を保持したpoint-in-time経済指標データが必要,"{""design_level"":11}"
GDD45_12,event_calendar,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,改訂・公表時刻を保持したpoint-in-time経済指標データが必要,"{""design_level"":12}"
GDD45_13,event_calendar,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,改訂・公表時刻を保持したpoint-in-time経済指標データが必要,"{""design_level"":13}"
GDD45_14,event_calendar,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,改訂・公表時刻を保持したpoint-in-time経済指標データが必要,"{""design_level"":14}"
GDD45_15,event_calendar,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,改訂・公表時刻を保持したpoint-in-time経済指標データが必要,"{""design_level"":15}"
GDD45_16,event_calendar,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,改訂・公表時刻を保持したpoint-in-time経済指標データが必要,"{""design_level"":16}"
GDD45_17,event_calendar,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,改訂・公表時刻を保持したpoint-in-time経済指標データが必要,"{""design_level"":17}"
GDD45_18,event_calendar,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,改訂・公表時刻を保持したpoint-in-time経済指標データが必要,"{""design_level"":18}"
GDD45_19,event_calendar,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,改訂・公表時刻を保持したpoint-in-time経済指標データが必要,"{""design_level"":19}"
GDD45_20,event_calendar,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,改訂・公表時刻を保持したpoint-in-time経済指標データが必要,"{""design_level"":20}"
GDD47_01,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":1}"
GDD47_02,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":2}"
GDD47_03,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":3}"
GDD47_04,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":4}"
GDD47_05,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":5}"
GDD47_06,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":6}"
GDD47_07,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":7}"
GDD47_08,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":8}"
GDD47_09,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":9}"
GDD47_10,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":10}"
GDD47_11,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":11}"
GDD47_12,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":12}"
GDD47_13,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":13}"
GDD47_14,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":14}"
GDD47_15,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":15}"
GDD47_16,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":16}"
GDD47_17,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":17}"
GDD47_18,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":18}"
GDD47_19,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":19}"
GDD47_20,slippage_guard,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,stop-limit注文状態機械と未約定・再発注の扱いが必要,"{""design_level"":20}"
GDD48_01,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":1}"
GDD48_02,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":2}"
GDD48_03,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":3}"
GDD48_04,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":4}"
GDD48_05,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":5}"
GDD48_06,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":6}"
GDD48_07,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":7}"
GDD48_08,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":8}"
GDD48_09,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":9}"
GDD48_10,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":10}"
GDD48_11,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":11}"
GDD48_12,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":12}"
GDD48_13,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":13}"
GDD48_14,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":14}"
GDD48_15,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":15}"
GDD48_16,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":16}"
GDD48_17,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":17}"
GDD48_18,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":18}"
GDD48_19,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":19}"
GDD48_20,tail_hedge,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,別Magicヘッジの発注・解消・証拠金を含む状態機械が必要,"{""design_level"":20}"
GDD49_01,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":1}"
GDD49_02,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":2}"
GDD49_03,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":3}"
GDD49_04,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":4}"
GDD49_05,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":5}"
GDD49_06,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":6}"
GDD49_07,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":7}"
GDD49_08,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":8}"
GDD49_09,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":9}"
GDD49_10,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":10}"
GDD49_11,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":11}"
GDD49_12,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":12}"
GDD49_13,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":13}"
GDD49_14,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":14}"
GDD49_15,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":15}"
GDD49_16,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":16}"
GDD49_17,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":17}"
GDD49_18,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":18}"
