proposal_id,objective,family,status,account,capital,legs,leg_count,is_net,is_pf,is_dd_abs,is_dd_pct,is_deals,oos_net,oos_pf,oos_dd_abs,oos_dd_pct,oos_deals,full_net,full_pf,full_dd_abs,full_dd_pct,full_deals,survive,strict,dd_strict,tradeoff,baseline_full_dd_pct,dd_reduction_pt,max_integer_multiple,monthly_at_1x_pct,monthly_at_dd30_pct
A0018,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_gbpjpy_h4,2,99300.0,1.9824873849807065,16972.0,3.3944,172,19393.0,1.4062382169340986,25413.0,5.0826,86,118693.0,1.7976251276813076,25413.0,5.0826,258,True,False,False,True,13.483400000000001,8.4008,5,0.19782166666666667,0.9891083333333334
B0018,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;rsi_robust_eurusd_h1,2,60761.0,1.3922645870185542,13466.0,2.6932,692,-717.0,0.9918618904930536,21909.0,4.3818,634,60044.0,1.2470926165216747,21909.0,4.3818,1326,False,False,False,False,13.483400000000001,9.101600000000001,6,0.10007333333333333,0.60044
A0019,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;rsi_robust_gbpusd_h4,2,65204.0,1.5846424216340291,11196.0,2.2392,273,15416.0,1.33033341904517,11545.0,2.309,181,80620.0,1.509620976510152,11545.0,2.309,454,True,False,False,True,13.483400000000001,11.174400000000002,12,0.13436666666666666,1.6124
B0019,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;rsi_robust_usdjpy_h4,2,52200.0,1.4568328009451712,12262.0,2.4524,312,4442.0,1.0790082174237843,11151.0,2.2302,226,56642.0,1.3322364755083966,13598.0,2.7196000000000002,538,True,False,False,False,13.483400000000001,10.763800000000002,11,0.09440333333333333,1.0384366666666667
A0020,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;sca_gbpjpy_m15,2,126134.0,1.24930525633373,79074.0,15.814800000000002,1510,57124.0,1.146150264290356,41772.0,8.3544,1362,183258.0,1.2043465655664585,79074.0,15.814800000000002,2872,True,False,False,False,13.483400000000001,-2.3314000000000004,1,0.30543000000000003,0.30543000000000003
B0020,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;sca_usdjpy_m15,2,70924.0,1.4159936185063315,11654.0,2.3308,798,-3189.0,0.9570070778564206,22756.0,4.5512,618,67735.0,1.2768445403567283,22756.0,4.5512,1416,False,False,False,False,13.483400000000001,8.932200000000002,6,0.11289166666666667,0.67735
A0021,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_eurusd_h1;carry_audjpy_d1,2,232699.0,3.0491462587729727,32061.0,6.4121999999999995,563,-6590.0,0.9252995386481371,34486.0,6.897200000000001,601,226109.0,2.1205830169790563,34486.0,6.897200000000001,1164,False,False,False,False,13.483400000000001,6.586200000000001,4,0.37684833333333334,1.5073933333333334
B0021,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_eurusd_h1;pairtrade_eurusd_gbpusd,2,19773.0,1.1406340016643077,13263.0,2.6526,754,12108.0,1.1635575247538128,7178.0,1.4356,668,31881.0,1.1485407309391134,17847.0,3.5693999999999995,1422,True,False,False,False,13.483400000000001,9.914000000000001,8,0.053135,0.42508
A0022,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4,2,21243.0,1.218562874251497,10094.0,2.0188,681,21297.0,1.2721522222506199,9293.0,1.8585999999999998,723,42540.0,1.2424650038757923,15673.0,3.1346,1404,True,False,False,False,13.483400000000001,10.3488,9,0.0709,0.6381
B0022,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_eurusd_h1;sca_gbpjpy_m15,2,82173.0,1.1671514702771313,72647.0,14.5294,1918,63005.0,1.1491440285576313,31430.0,6.286,1904,145178.0,1.158829038172883,72647.0,14.5294,3822,True,False,False,False,13.483400000000001,-1.0459999999999994,2,0.2419633333333333,0.4839266666666666
A0023,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_eurusd_h1;sca_usdjpy_m15,2,26963.0,1.172663759373459,14161.0,2.8322,1206,2692.0,1.0254536171178412,10870.0,2.174,1160,29655.0,1.1132215943799633,22354.0,4.4708,2366,True,False,False,False,13.483400000000001,9.012600000000003,6,0.049425000000000004,0.29655000000000004
B0023,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_gbpusd_h4;carry_audjpy_d1,2,237142.0,4.378620581572611,24096.0,4.8191999999999995,144,9543.0,1.2039843532907253,26561.0,5.312200000000001,148,246685.0,3.1089235030605615,26561.0,5.312200000000001,292,True,False,False,True,13.483400000000001,8.1712,5,0.4111416666666667,2.0557083333333335
A0024,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_gbpusd_h4;pairtrade_eurusd_gbpusd,2,24216.0,1.2490614939987041,7766.0,1.5532000000000001,335,28241.0,1.866474396342773,5491.0,1.0982,215,52457.0,1.40406864784089,7766.0,1.5532000000000001,550,True,False,False,False,13.483400000000001,11.930200000000001,19,0.08742833333333333,1.6611383333333332
B0024,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_gbpusd_h4;sca_gbpjpy_m15,2,86616.0,1.1932366287552594,66356.0,13.2712,1499,79138.0,1.207706924788981,24465.0,4.893,1451,165754.0,1.199885196913823,66356.0,13.2712,2950,True,False,False,False,13.483400000000001,0.21220000000000105,2,0.2762566666666667,0.5525133333333334
A0025,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_gbpusd_h4;sca_usdjpy_m15,2,31406.0,1.2784491395437498,8679.0,1.7357999999999998,787,18825.0,1.2926544889234357,5350.0,1.0699999999999998,707,50231.0,1.2836082974807186,10425.0,2.085,1494,True,False,False,False,13.483400000000001,11.398400000000002,14,0.08371833333333333,1.1720566666666665
B0025,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_usdjpy_h4;carry_audjpy_d1,2,224138.0,4.073499163535639,33013.0,6.6026,183,-1431.0,0.9745992864369775,26614.0,5.3228,193,222707.0,2.722898277155876,33013.0,6.6026,376,False,False,False,False,13.483400000000001,6.880800000000002,4,0.37117833333333333,1.4847133333333333
A0026,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_usdjpy_h4;pairtrade_eurusd_gbpusd,2,11212.0,1.1121581337654802,15519.0,3.1038,374,17267.0,1.4096851495954634,5965.0,1.193,260,28479.0,1.2003968672816703,21474.0,4.2948,634,True,False,False,False,13.483400000000001,9.188600000000001,6,0.047465,0.28479
B0026,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1,2,8239.0,1.0824468883529637,18208.0,3.6415999999999995,720,10323.0,1.1175633199708455,14203.0,2.8406000000000002,768,18562.0,1.0988713053760806,29827.0,5.9654,1488,True,False,False,False,13.483400000000001,7.518000000000002,5,0.030936666666666664,0.1546833333333333
A0027,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4,2,12682.0,1.2242181008115132,10838.0,2.1676,301,26456.0,1.5705166911067023,7079.0,1.4158,315,39138.0,1.3802279152458394,17727.0,3.5454,616,True,False,False,False,13.483400000000001,9.938000000000002,8,0.06523,0.52184
B0027,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_usdjpy_h4;sca_gbpjpy_m15,2,73612.0,1.1632285603414823,69365.0,13.873,1538,68164.0,1.1745279878738843,27219.0,5.4438,1496,141776.0,1.168472687475417,69365.0,13.873,3034,True,False,False,False,13.483400000000001,-0.38959999999999795,2,0.23629333333333333,0.47258666666666665
A0028,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,rsi_robust_usdjpy_h4;sca_usdjpy_m15,2,18402.0,1.1592888181015528,15608.0,3.1216,826,7851.0,1.1062683577200558,10839.0,2.1677999999999997,752,26253.0,1.138607745307674,25859.0,5.1718,1578,True,False,False,False,13.483400000000001,8.311600000000002,5,0.043754999999999995,0.21877499999999997
B0028,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,sca_gbpjpy_m15;carry_audjpy_d1,2,298072.0,1.6415627966242146,92343.0,18.4686,1381,51251.0,1.1310857783018264,30147.0,6.0294,1329,349323.0,1.408289853852843,92343.0,18.4686,2710,True,False,False,False,13.483400000000001,-4.985199999999997,1,0.582205,0.582205
A0029,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,sca_gbpjpy_m15;pairtrade_eurusd_gbpusd,2,85146.0,1.1731866415264736,70292.0,14.058399999999999,1572,69949.0,1.1856479724403701,29778.0,5.9556,1396,155095.0,1.1785932249840516,70292.0,14.058399999999999,2968,True,False,False,False,13.483400000000001,-0.5749999999999975,2,0.2584916666666667,0.5169833333333334
B0029,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,sca_usdjpy_m15;carry_audjpy_d1,2,242862.0,2.8804063366213977,28663.0,5.732600000000001,669,-9062.0,0.8780185758513932,32079.0,6.415800000000001,585,233800.0,2.149210593578577,32079.0,6.415800000000001,1254,False,False,False,False,13.483400000000001,7.0676000000000005,4,0.38966666666666666,1.5586666666666666
A0030,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,sca_usdjpy_m15;pairtrade_eurusd_gbpusd,2,29936.0,1.1916590906180775,11732.0,2.3464,860,9636.0,1.1603327787021631,6762.0,1.3524,652,39572.0,1.1829546820531314,14793.0,2.9586,1512,True,False,False,False,13.483400000000001,10.5248,10,0.06595333333333334,0.6595333333333333
B0030,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,sca_usdjpy_m15;sca_gbpjpy_m15,2,92336.0,1.182049396395526,62120.0,12.424,2024,60533.0,1.1481781574727978,38276.0,7.6552,1888,152869.0,1.1669389484535633,62120.0,12.424,3912,True,False,False,False,13.483400000000001,1.059400000000002,2,0.2547816666666667,0.5095633333333334
A0031,A,A_composition_xm,VERIFIED_MT5_DEALS,XM,100000.0,bfxrev_btcusd_d1;fundingrev_btcusd_d1,2,79090.0,2.842043972424073,18138.0,18.138,70,17354.0,1.352494312642184,19107.0,19.107,120,96444.0,2.046393542227237,23534.0,23.534,190,True,False,False,False,32.625,9.091000000000001,1,0.8036999999999999,0.8036999999999999
B0031,B,B_composition_xm,VERIFIED_MT5_DEALS,XM,100000.0,eth_ea_d1;bfxrev_btcusd_d1,2,47697.0,3.2394009108408843,15482.0,15.482000000000001,74,17937.0,1.3804968074499904,18018.0,18.018,140,65634.0,1.9590005844535359,18018.0,18.018,214,True,False,False,False,32.625,14.607,1,0.54695,0.54695
A0032,A,A_composition_xm,VERIFIED_MT5_DEALS,XM,100000.0,eth_ea_d1;fundingrev_btcusd_d1,2,40231.0,2.0292680430833783,11833.0,11.833,112,6745.0,2.7915006640106244,1089.0,1.089,60,46976.0,2.0962382152524968,11833.0,11.833,172,True,False,False,True,32.625,20.792,2,0.3914666666666667,0.7829333333333334
B0032,B,B_composition_xm,VERIFIED_MT5_DEALS,XM,100000.0,pullback_gold_h4;bfxrev_btcusd_d1,2,201293.0,2.2121046071211365,23462.0,23.462,138,22361.0,1.239413698219467,22054.0,22.054000000000002,202,223654.0,1.8619714184408096,23462.0,23.462,340,True,False,False,False,32.625,9.163,1,1.8637833333333336,1.8637833333333336
A0033,A,A_composition_xm,VERIFIED_MT5_DEALS,XM,100000.0,pullback_gold_h4;eth_ea_d1,2,162434.0,2.001319196153372,24299.0,24.299,180,11752.0,1.2451806726195445,12551.0,12.551000000000002,142,174186.0,1.8288572081160304,24299.0,24.299,322,True,False,False,False,32.625,8.326,1,1.45155,1.45155
B0033,B,B_composition_xm,VERIFIED_MT5_DEALS,XM,100000.0,pullback_gold_h4;fundingrev_btcusd_d1,2,193827.0,2.054226926361248,24635.0,24.635,176,11169.0,1.2232772924454751,11371.0,11.371,122,204996.0,1.876500769625449,24635.0,24.635,298,True,False,False,False,32.625,7.989999999999998,1,1.7083000000000002,1.7083000000000002
A0034,A,A_composition_xm,VERIFIED_MT5_DEALS,XM,100000.0,pullback_gold_h4;sca_gold_m15,2,335360.0,1.8884979573236966,32035.0,32.035000000000004,612,67141.0,1.4350229041266302,14129.0,14.129,642,402501.0,1.7568867117350058,32035.0,32.035000000000004,1254,True,False,False,False,32.625,0.5899999999999963,0,3.354175,0.0
B0034,B,B_composition_xm,VERIFIED_MT5_DEALS,XM,100000.0,sca_gold_m15;bfxrev_btcusd_d1,2,220623.0,1.932768206320685,25239.0,25.239,506,73326.0,1.4775444812045744,21724.0,21.724,640,293949.0,1.753574330958564,25239.0,25.239,1146,True,False,False,False,32.625,7.385999999999999,1,2.449575,2.449575
A0035,A,A_composition_xm,VERIFIED_MT5_DEALS,XM,100000.0,sca_gold_m15;eth_ea_d1,2,181764.0,1.7811892932661728,28499.0,28.499000000000002,548,62717.0,1.5802777546469777,11339.0,11.339,580,244481.0,1.7174643514293177,28499.0,28.499000000000002,1128,True,False,False,False,32.625,4.125999999999998,1,2.0373416666666664,2.0373416666666664
B0035,B,B_composition_xm,VERIFIED_MT5_DEALS,XM,100000.0,sca_gold_m15;fundingrev_btcusd_d1,2,213157.0,1.838167926924695,29921.0,29.921,544,62134.0,1.5639726972370476,12087.0,12.087,560,275291.0,1.7552875975691729,29921.0,29.921,1104,True,False,False,False,32.625,2.7040000000000006,1,2.2940916666666666,2.2940916666666666
A0036,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_audjpy_h4;pairtrade_eurusd_gbpusd;carry_audjpy_d1,3,238386.0,2.9238175171289535,29559.0,5.9117999999999995,271,-2959.0,0.9505357650323465,32617.0,6.5234,177,235427.0,2.281346947217173,32617.0,6.5234,448,False,False,False,False,13.483400000000001,6.960000000000002,4,0.39237833333333333,1.5695133333333333
B0036,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_audjpy_h4;rsi_robust_eurusd_h1;carry_audjpy_d1,3,235413.0,2.900361646135714,30431.0,6.0862,617,-9903.0,0.9061166834151798,37746.0,7.549200000000001,685,225510.0,1.983214161144053,37746.0,7.549200000000001,1302,False,False,False,False,13.483400000000001,5.934200000000001,3,0.37584999999999996,1.1275499999999998
