selected_ids,count,net,max_dd_abs,max_dd_pct,return_dd_pct,return_dd_abs,diversification_abs,diversification_pct
04_pb_gbp+06_rsi_usd,2,1085471.0,40764.0,2.4168226881669996,449131.4175899507,26.628176822686683,233234.0,85.1225191424755
04_pb_gbp+06_rsi_usd+08_bfx,3,1102452.0,40319.0,2.4185993518330973,455822.49873855006,27.34323767950594,233581.0,85.27966411098942
04_pb_gbp+06_rsi_usd+07_carry,3,1088884.0,40764.0,2.4168226881669996,450543.60228049936,26.711902659209105,229821.0,84.93486335162703
04_pb_gbp+06_rsi_usd+07_carry+08_bfx,4,1105865.0,40319.0,2.4185993518330973,457233.64606124046,27.42788759641856,230168.0,85.09392318299956
04_pb_gbp+05_pb_aud,2,1089586.0,40764.0,2.4183968279585204,450540.61740552704,26.72912373663036,239219.0,85.44054460449384
04_pb_gbp+05_pb_aud+08_bfx,3,1106567.0,40319.0,2.420168874567748,457227.1842797075,27.445298742528337,239566.0,85.59444057380709
04_pb_gbp+05_pb_aud+07_carry,3,1092999.0,40764.0,2.4183968279585204,451951.88290196797,26.812849573152782,235806.0,85.26087428137542
04_pb_gbp+05_pb_aud+07_carry+08_bfx,4,1109980.0,40319.0,2.420168874567748,458637.4164481588,27.529948659440958,236153.0,85.41660638328655
04_pb_gbp+05_pb_aud+06_rsi_usd,3,1097846.0,40764.0,2.449465449721882,448198.1977433697,26.931753507997254,233057.0,85.11290222444589
04_pb_gbp+05_pb_aud+06_rsi_usd+08_bfx,4,1114827.0,40319.0,2.4511976810875717,454809.0954073367,27.650164934646195,233404.0,85.27014536593563
04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry,4,1101259.0,40764.0,2.449465449721882,449591.56297756295,27.015479344519676,229644.0,84.92500221886927
04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry+08_bfx,5,1118240.0,40319.0,2.4511976810875717,456201.47596739244,27.73481485155882,229991.0,85.08416262809368
03_pb_usd,1,1061771.0,39175.0,2.3090206667779145,459836.07478127565,27.103280153158902,234570.0,85.68923633308371
03_pb_usd+08_bfx,2,1078752.0,37838.0,2.3109331225751553,466803.64284965035,28.509752101062425,235809.0,86.17269694168034
03_pb_usd+07_carry,2,1065184.0,39175.0,2.3090206667779145,461314.1906115521,27.1904020421187,231157.0,85.50855984493143
03_pb_usd+07_carry+08_bfx,3,1082165.0,37838.0,2.3109331225751553,468280.53543760924,28.599952428775307,232396.0,85.99806093977811
03_pb_usd+06_rsi_usd,2,1070031.0,39175.0,2.3400022512182503,457277.7651999784,27.31412890874282,228408.0,85.35968279001283
03_pb_usd+06_rsi_usd+08_bfx,3,1087012.0,37838.0,2.341875116834825,464163.0940035596,28.728051165495003,229647.0,85.85416004635775
03_pb_usd+06_rsi_usd+07_carry,3,1073444.0,39175.0,2.3400022512182503,458736.3108053184,27.401250797702616,224995.0,85.17053412575235
03_pb_usd+06_rsi_usd+07_carry+08_bfx,4,1090425.0,37838.0,2.341875116834825,465620.4731675745,28.818251493207885,226234.0,85.67133206095308
03_pb_usd+05_pb_aud,2,1074146.0,39175.0,2.341683468601273,458706.7442730018,27.419170389278875,234393.0,85.67997719031466
03_pb_usd+05_pb_aud+08_bfx,3,1091127.0,37838.0,2.3435514497264007,465586.9620986491,28.83680427083884,235632.0,86.16374739459538
03_pb_usd+05_pb_aud+07_carry,3,1077559.0,39175.0,2.341683468601273,460164.2427119512,27.50629227823867,230980.0,85.49906535137237
03_pb_usd+05_pb_aud+07_carry+08_bfx,4,1094540.0,37838.0,2.3435514497264007,467043.2988052311,28.927004598551722,232219.0,85.98888382822885
03_pb_usd+05_pb_aud+06_rsi_usd,3,1082406.0,39175.0,2.3726481515290687,456201.6493269077,27.630019144862796,228231.0,85.34999214677306
03_pb_usd+05_pb_aud+06_rsi_usd+08_bfx,4,1099387.0,37838.0,2.3744765848823643,463001.82827638433,29.05510333527142,229470.0,85.84479327218041
03_pb_usd+05_pb_aud+06_rsi_usd+07_carry,4,1085819.0,39175.0,2.3726481515290687,457640.1264132808,27.717141033822593,224818.0,85.16059137931687
03_pb_usd+05_pb_aud+06_rsi_usd+07_carry+08_bfx,5,1102800.0,37838.0,2.3744765848823643,464439.19768306945,29.1453036629843,226057.0,85.661721518028
03_pb_usd+04_pb_gbp,2,1074845.0,39175.0,2.3090206667779145,465498.2155269641,27.437013401403956,234570.0,85.68923633308371
03_pb_usd+04_pb_gbp+08_bfx,3,1091826.0,37838.0,2.3109331225751553,472461.0977851836,28.8552777630953,235809.0,86.17269694168034
03_pb_usd+04_pb_gbp+07_carry,3,1078258.0,39175.0,2.3090206667779145,466976.33135724056,27.524135290363752,231157.0,85.50855984493143
03_pb_usd+04_pb_gbp+07_carry+08_bfx,4,1095239.0,37838.0,2.3109331225751553,473937.9903731425,28.945478090808184,232396.0,85.99806093977811
03_pb_usd+04_pb_gbp+06_rsi_usd,3,1083105.0,39175.0,2.3400022512182503,462864.9393119663,27.647862156987873,228408.0,85.35968279001283
03_pb_usd+04_pb_gbp+06_rsi_usd+08_bfx,4,1100086.0,37838.0,2.341875116834825,469745.79988997354,29.073576827527884,229647.0,85.85416004635775
03_pb_usd+04_pb_gbp+06_rsi_usd+07_carry,4,1086518.0,39175.0,2.3400022512182503,464323.4849173063,27.73498404594767,224995.0,85.17053412575235
03_pb_usd+04_pb_gbp+06_rsi_usd+07_carry+08_bfx,5,1103499.0,37838.0,2.341875116834825,471203.1790539884,29.163777155240762,226234.0,85.67133206095308
03_pb_usd+04_pb_gbp+05_pb_aud,3,1087220.0,39175.0,2.341683468601273,464289.9070596483,27.752903637523932,234393.0,85.67997719031466
03_pb_usd+04_pb_gbp+05_pb_aud+08_bfx,4,1104201.0,37838.0,2.3435514497264007,471165.67469807866,29.182329932871717,235632.0,86.16374739459538
03_pb_usd+04_pb_gbp+05_pb_aud+07_carry,4,1090633.0,39175.0,2.341683468601273,465747.4054985977,27.84002552648373,230980.0,85.49906535137237
03_pb_usd+04_pb_gbp+05_pb_aud+07_carry+08_bfx,5,1107614.0,37838.0,2.3435514497264007,472622.01140466065,29.2725302605846,232219.0,85.98888382822885
03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd,4,1095480.0,39175.0,2.3726481515290687,461711.9480164013,27.96375239310785,228231.0,85.34999214677306
03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+08_bfx,5,1112461.0,37838.0,2.3744765848823643,468507.88383542356,29.4006289973043,229470.0,85.84479327218041
03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry,5,1098893.0,39175.0,2.3726481515290687,463150.42510277434,28.050874282067646,224818.0,85.16059137931687
03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry+08_bfx,6,1115874.0,37838.0,2.3744765848823643,469945.2532421086,29.490829325017177,226057.0,85.661721518028
02_funding,1,1085412.0,40764.0,2.385737020293146,454958.7782590684,26.626729467176922,239572.0,85.45887791792705
02_funding+08_bfx,2,1102393.0,40319.0,2.3875535421662355,461724.9332971168,27.34177434956224,239919.0,85.61258644437942
02_funding+07_carry,2,1088825.0,40764.0,2.385737020293146,456389.36342875345,26.71045530369934,236159.0,85.27966257768405
02_funding+07_carry+08_bfx,3,1105806.0,40319.0,2.3875535421662355,463154.4300349798,27.426424266474864,236506.0,85.43520274541679
02_funding+06_rsi_usd,2,1093672.0,40764.0,2.4168226881669996,452524.7157578937,26.829359238543812,233410.0,85.13206941577248
02_funding+06_rsi_usd+08_bfx,3,1110653.0,40319.0,2.4185993518330973,459213.304244962,27.5466405416801,233757.0,85.28911688728672
02_funding+06_rsi_usd+07_carry,3,1097085.0,40764.0,2.4168226881669996,453936.9004484423,26.913085075066235,229997.0,84.94465598812236
02_funding+06_rsi_usd+07_carry+08_bfx,4,1114066.0,40319.0,2.4185993518330973,460624.4515676524,27.631290458592723,230344.0,85.10361593568385
02_funding+05_pb_aud,2,1097787.0,40764.0,2.4183968279585204,453931.7068682613,26.93030615248749,239395.0,85.44969106828623
02_funding+05_pb_aud+08_bfx,3,1114768.0,40319.0,2.420168874567748,460615.7907881954,27.6487016047025,239742.0,85.603493524625
02_funding+05_pb_aud+07_carry,3,1101200.0,40764.0,2.4183968279585204,455342.9723647022,27.01403198900991,235982.0,85.27024780845974
02_funding+05_pb_aud+07_carry+08_bfx,4,1118181.0,40319.0,2.420168874567748,462026.0229566467,27.73335152161512,236329.0,85.42588415603944
02_funding+05_pb_aud+06_rsi_usd,3,1106047.0,40764.0,2.449465449721882,451546.27517835906,27.132935923854383,233233.0,85.1224648445056
02_funding+05_pb_aud+06_rsi_usd+08_bfx,4,1123028.0,40319.0,2.4511976810875717,458154.8067970282,27.853567796820357,233580.0,85.27961036732519
02_funding+05_pb_aud+06_rsi_usd+07_carry,4,1109460.0,40764.0,2.449465449721882,452939.64041255234,27.2166617603768,229820.0,84.93480767525057
02_funding+05_pb_aud+06_rsi_usd+07_carry+08_bfx,5,1126441.0,40319.0,2.4511976810875717,459547.18735708395,27.93821771373298,230167.0,85.09386807450294
02_funding+04_pb_gbp,2,1098486.0,40764.0,2.385737020293146,460438.84579744004,26.947453635560787,239572.0,85.45887791792705
02_funding+04_pb_gbp+08_bfx,3,1115467.0,40319.0,2.3875535421662355,467200.8314368242,27.666038344204967,239919.0,85.61258644437942
02_funding+04_pb_gbp+07_carry,3,1101899.0,40764.0,2.385737020293146,461869.4309671251,27.03117947208321,236159.0,85.27966257768405
02_funding+04_pb_gbp+07_carry+08_bfx,4,1118880.0,40319.0,2.3875535421662355,468630.3281746873,27.75068826111759,236506.0,85.43520274541679
02_funding+04_pb_gbp+06_rsi_usd,3,1106746.0,40764.0,2.4168226881669996,457934.29754641774,27.15008340692768,233410.0,85.13206941577248
02_funding+04_pb_gbp+06_rsi_usd+08_bfx,4,1123727.0,40319.0,2.4185993518330973,464618.91224286833,27.870904536322826,233757.0,85.28911688728672
02_funding+04_pb_gbp+06_rsi_usd+07_carry,4,1110159.0,40764.0,2.4168226881669996,459346.4822369664,27.233809243450104,229997.0,84.94465598812236
02_funding+04_pb_gbp+06_rsi_usd+07_carry+08_bfx,5,1127140.0,40319.0,2.4185993518330973,466030.0595655587,27.955554453235447,230344.0,85.10361593568385
02_funding+04_pb_gbp+05_pb_aud,3,1110861.0,40764.0,2.4183968279585204,459337.7675481524,27.251030320871358,239395.0,85.44969106828623
02_funding+04_pb_gbp+05_pb_aud+08_bfx,4,1127842.0,40319.0,2.420168874567748,466017.8931527814,27.972965599345223,239742.0,85.603493524625
02_funding+04_pb_gbp+05_pb_aud+07_carry,4,1114274.0,40764.0,2.4183968279585204,460749.03304459335,27.33475615739378,235982.0,85.27024780845974
02_funding+04_pb_gbp+05_pb_aud+07_carry+08_bfx,5,1131255.0,40319.0,2.420168874567748,467428.1253212327,28.057615516257844,236329.0,85.42588415603944
02_funding+04_pb_gbp+05_pb_aud+06_rsi_usd,4,1119121.0,40764.0,2.449465449721882,456883.7662629892,27.45366009223825,233233.0,85.1224648445056
02_funding+04_pb_gbp+05_pb_aud+06_rsi_usd+08_bfx,5,1136102.0,40319.0,2.4511976810875717,463488.5259421113,28.17783179146308,233580.0,85.27961036732519
02_funding+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry,5,1122534.0,40764.0,2.449465449721882,458277.1314971824,27.53738592876067,229820.0,84.93480767525057
02_funding+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry+08_bfx,6,1139515.0,40319.0,2.4511976810875717,464880.906502167,28.262481708375702,230167.0,85.09386807450294
02_funding+03_pb_usd,2,1083046.0,39175.0,2.3090206667779145,469049.9377432247,27.646356094447988,234746.0,85.69843129953527
02_funding+03_pb_usd+08_bfx,3,1100027.0,37838.0,2.3109331225751553,476009.8807074956,29.07201754849622,235985.0,86.18158445419122
02_funding+03_pb_usd+07_carry,3,1086459.0,39175.0,2.3090206667779145,470528.0535735012,27.733477983407784,231333.0,85.51798837742322
02_funding+03_pb_usd+07_carry+08_bfx,4,1103440.0,37838.0,2.3109331225751553,477486.7732954545,29.1622178762091,232572.0,86.00717429089161
02_funding+03_pb_usd+06_rsi_usd,3,1091306.0,39175.0,2.3400022512182503,466369.63679494115,27.85720485003191,228584.0,85.36930598037787
02_funding+03_pb_usd+06_rsi_usd+08_bfx,4,1108287.0,37838.0,2.341875116834825,473247.69456447865,29.2903166129288,229823.0,85.86346161749377
02_funding+03_pb_usd+06_rsi_usd+07_carry,4,1094719.0,39175.0,2.3400022512182503,467828.1824002811,27.944326738991705,225171.0,85.18040749623599
02_funding+03_pb_usd+06_rsi_usd+07_carry+08_bfx,5,1111700.0,37838.0,2.341875116834825,474705.07372849353,29.380516940641684,226410.0,85.68087554115831
02_funding+03_pb_usd+05_pb_aud,3,1095421.0,39175.0,2.341683468601273,467792.0883364793,27.962246330567964,234569.0,85.68918405517564
02_funding+03_pb_usd+05_pb_aud+08_bfx,4,1112402.0,37838.0,2.3435514497264007,474665.06448145956,29.399069718272635,235808.0,86.1726464117875
02_funding+03_pb_usd+05_pb_aud+07_carry,4,1098834.0,39175.0,2.341683468601273,469249.58677542873,28.04936821952776,231156.0,85.50850623864818
02_funding+03_pb_usd+05_pb_aud+07_carry+08_bfx,5,1115815.0,37838.0,2.3435514497264007,476121.40118804155,29.489270045985517,232395.0,85.9980091254584
02_funding+03_pb_usd+05_pb_aud+06_rsi_usd,4,1103681.0,39175.0,2.3726481515290687,465168.42342962883,28.173095086151882,228407.0,85.35962807662698
02_funding+03_pb_usd+05_pb_aud+06_rsi_usd+08_bfx,5,1120662.0,37838.0,2.3744765848823643,471961.6976368371,29.617368782705217,229646.0,85.85410716154985
02_funding+03_pb_usd+05_pb_aud+06_rsi_usd+07_carry,5,1107094.0,39175.0,2.3726481515290687,466606.9005160019,28.26021697511168,224994.0,85.17047798946886
02_funding+03_pb_usd+05_pb_aud+06_rsi_usd+07_carry+08_bfx,6,1124075.0,37838.0,2.3744765848823643,473399.0670435222,29.7075691104181,226233.0,85.67127780028856
02_funding+03_pb_usd+04_pb_gbp,3,1096120.0,39175.0,2.3090206667779145,474712.0784889132,27.980089342693045,234746.0,85.69843129953527
02_funding+03_pb_usd+04_pb_gbp+08_bfx,4,1113101.0,37838.0,2.3109331225751553,481667.33564302884,29.417543210529097,235985.0,86.18158445419122
02_funding+03_pb_usd+04_pb_gbp+07_carry,4,1099533.0,39175.0,2.3090206667779145,476190.19431918964,28.06721123165284,231333.0,85.51798837742322
02_funding+03_pb_usd+04_pb_gbp+07_carry+08_bfx,5,1116514.0,37838.0,2.3109331225751553,483144.22823098773,29.50774353824198,232572.0,86.00717429089161
02_funding+03_pb_usd+04_pb_gbp+06_rsi_usd,4,1104380.0,39175.0,2.3400022512182503,471956.810906929,28.190938098276963,228584.0,85.36930598037787
02_funding+03_pb_usd+04_pb_gbp+06_rsi_usd+08_bfx,5,1121361.0,37838.0,2.341875116834825,478830.4004508926,29.63584227496168,229823.0,85.86346161749377
02_funding+03_pb_usd+04_pb_gbp+06_rsi_usd+07_carry,5,1107793.0,39175.0,2.3400022512182503,473415.356512269,28.27805998723676,225171.0,85.18040749623599
02_funding+03_pb_usd+04_pb_gbp+06_rsi_usd+07_carry+08_bfx,6,1124774.0,37838.0,2.341875116834825,480287.77961490746,29.72604260267456,226410.0,85.68087554115831
02_funding+03_pb_usd+04_pb_gbp+05_pb_aud,4,1108495.0,39175.0,2.341683468601273,473375.25112312584,28.295979578813018,234569.0,85.68918405517564
02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+08_bfx,5,1125476.0,37838.0,2.3435514497264007,480243.7770808891,29.744595380305512,235808.0,86.1726464117875
02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+07_carry,5,1111908.0,39175.0,2.341683468601273,474832.74956207525,28.383101467772814,231156.0,85.50850623864818
02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+07_carry+08_bfx,6,1128889.0,37838.0,2.3435514497264007,481700.1137874711,29.834795708018394,232395.0,85.9980091254584
02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd,5,1116755.0,39175.0,2.3726481515290687,470678.7221191224,28.506828334396936,228407.0,85.35962807662698
02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+08_bfx,6,1133736.0,37838.0,2.3744765848823643,477467.7531958763,29.962894444738094,229646.0,85.85410716154985
02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry,6,1120168.0,39175.0,2.3726481515290687,472117.1992054955,28.59395022335673,224994.0,85.17047798946886
02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry+08_bfx,7,1137149.0,37838.0,2.3744765848823643,478905.12260256143,30.053094772450976,226233.0,85.67127780028856
01_sca_gbp,1,1059427.0,41338.0,2.627662989413197,403182.2209577144,25.628404857516088,196879.0,82.64691436799221
01_sca_gbp+08_bfx,2,1076408.0,41416.0,2.6291683039718747,409410.07784624305,25.990148734788487,196703.0,82.60701581982119
01_sca_gbp+07_carry,2,1062840.0,41338.0,2.627662989413197,404481.09376360726,25.710968116502976,193466.0,82.39467811451253
01_sca_gbp+07_carry+08_bfx,3,1079821.0,41416.0,2.6291683039718747,410708.20699029363,26.07255649990342,193290.0,82.35409405809821
01_sca_gbp+06_rsi_usd,2,1067687.0,41812.0,2.6589591699814625,401543.20985960966,25.535420453458336,190243.0,81.98185774924049
01_sca_gbp+06_rsi_usd+08_bfx,3,1084668.0,41890.0,2.660424080108678,407704.92498161853,25.893244211028886,190067.0,81.94061830425467
01_sca_gbp+06_rsi_usd+07_carry,3,1071100.0,41812.0,2.6589591699814625,402826.794819669,25.617047737491628,186830.0,81.71289614331575
01_sca_gbp+06_rsi_usd+07_carry+08_bfx,4,1088081.0,41890.0,2.660424080108678,408987.80316089763,25.974719503461447,186654.0,81.67092551106133
01_sca_gbp+05_pb_aud,2,1071802.0,41892.0,2.6601878616387347,402904.6276978898,25.584884942232407,196148.0,82.40127709628634
01_sca_gbp+05_pb_aud+08_bfx,3,1088783.0,41970.0,2.6616490428337145,409063.3222030021,25.941934715272815,195972.0,82.36124769901909
01_sca_gbp+05_pb_aud+07_carry,3,1075215.0,41892.0,2.6601878616387347,404187.61979375535,25.66635634488685,192735.0,82.14527739774195
01_sca_gbp+05_pb_aud+07_carry+08_bfx,4,1092196.0,41970.0,2.6616490428337145,410345.60996711935,26.023254705742197,192559.0,82.10455849809618
01_sca_gbp+05_pb_aud+06_rsi_usd,3,1080062.0,42366.0,2.6914666670054874,401291.241403956,25.49360336118586,189512.0,81.7291851749627
01_sca_gbp+05_pb_aud+06_rsi_usd+08_bfx,4,1097043.0,42444.0,2.6928874880087705,407385.38274809165,25.84683347469607,189336.0,81.68780740357235
01_sca_gbp+05_pb_aud+06_rsi_usd+07_carry,4,1083475.0,42366.0,2.6914666670054874,402559.32324269466,25.574163244110842,186099.0,81.45624056201169
01_sca_gbp+05_pb_aud+06_rsi_usd+07_carry+08_bfx,5,1100456.0,42444.0,2.6928874880087705,408652.7955216285,25.92724531146923,185923.0,81.41412726006823
01_sca_gbp+04_pb_gbp,2,1072501.0,41338.0,2.627662989413197,408157.7448558227,25.944675601141807,196879.0,82.64691436799221
01_sca_gbp+04_pb_gbp+08_bfx,3,1089482.0,41416.0,2.6291683039718747,414382.75303795637,26.30582383619857,196703.0,82.60701581982119
01_sca_gbp+04_pb_gbp+07_carry,3,1075914.0,41338.0,2.627662989413197,409456.61766171554,26.027238860128694,193466.0,82.39467811451253
01_sca_gbp+04_pb_gbp+07_carry+08_bfx,4,1092895.0,41416.0,2.6291683039718747,415680.882182007,26.388231601313503,193290.0,82.35409405809821
01_sca_gbp+04_pb_gbp+06_rsi_usd,3,1080761.0,41812.0,2.6589591699814625,406460.1714089257,25.848105806945373,190243.0,81.98185774924049
01_sca_gbp+04_pb_gbp+06_rsi_usd+08_bfx,4,1097742.0,41890.0,2.660424080108678,412619.1791028885,26.20534733826689,190067.0,81.94061830425467
01_sca_gbp+04_pb_gbp+06_rsi_usd+07_carry,4,1084174.0,41812.0,2.6589591699814625,407743.756368985,25.929733090978665,186830.0,81.71289614331575
01_sca_gbp+04_pb_gbp+06_rsi_usd+07_carry+08_bfx,5,1101155.0,41890.0,2.660424080108678,413902.0572821676,26.28682263069945,186654.0,81.67092551106133
01_sca_gbp+04_pb_gbp+05_pb_aud,3,1084876.0,41892.0,2.6601878616387347,407819.3181934498,25.8969731691015,196148.0,82.40127709628634
01_sca_gbp+04_pb_gbp+05_pb_aud+08_bfx,4,1101857.0,41970.0,2.6616490428337145,413975.3146518942,26.25344293543007,195972.0,82.36124769901909
01_sca_gbp+04_pb_gbp+05_pb_aud+07_carry,4,1088289.0,41892.0,2.6601878616387347,409102.31028931536,25.978444571755944,192735.0,82.14527739774195
01_sca_gbp+04_pb_gbp+05_pb_aud+07_carry+08_bfx,5,1105270.0,41970.0,2.6616490428337145,415257.60241601145,26.33476292589945,192559.0,82.10455849809618
01_sca_gbp+04_pb_gbp+05_pb_aud+06_rsi_usd,4,1093136.0,42366.0,2.6914666670054874,406148.8159599679,25.802199877260065,189512.0,81.7291851749627
01_sca_gbp+04_pb_gbp+05_pb_aud+06_rsi_usd+08_bfx,5,1110117.0,42444.0,2.6928874880087705,412240.3943511451,26.15486287814532,189336.0,81.68780740357235
01_sca_gbp+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry,5,1096549.0,42366.0,2.6914666670054874,407416.89779870654,25.882759760185053,186099.0,81.45624056201169
01_sca_gbp+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry+08_bfx,6,1113530.0,42444.0,2.6928874880087705,413507.80712468195,26.235274714918482,185923.0,81.41412726006823
01_sca_gbp+03_pb_usd,2,1057061.0,40210.0,2.55013866894304,414511.18438124843,26.288510320815718,191592.0,82.65329893616104
01_sca_gbp+03_pb_usd+08_bfx,3,1074042.0,40288.0,2.551742003479763,420905.4044395354,26.659104447974585,191416.0,82.61229844974622
01_sca_gbp+03_pb_usd+07_carry,3,1060474.0,40210.0,2.55013866894304,415849.5429738871,26.373389704053718,188179.0,82.39407326972841
01_sca_gbp+03_pb_usd+07_carry+08_bfx,4,1077455.0,40288.0,2.551742003479763,422242.9221021148,26.74381949960286,188003.0,82.35234853761209
01_sca_gbp+03_pb_usd+06_rsi_usd,3,1065321.0,40684.0,2.581329583963322,412702.43312530726,26.185257103529644,184956.0,81.96950895231342
01_sca_gbp+03_pb_usd+06_rsi_usd+08_bfx,4,1082302.0,40762.0,2.582892786694319,419027.07134242676,26.551739365094942,184780.0,81.92709118479041
01_sca_gbp+03_pb_usd+06_rsi_usd+07_carry,4,1068734.0,40684.0,2.581329583963322,414024.61996313045,26.269147576442826,181543.0,81.69259360923739
01_sca_gbp+03_pb_usd+06_rsi_usd+07_carry+08_bfx,5,1085715.0,40762.0,2.582892786694319,420348.45797433885,26.635469309651146,181367.0,81.64940192410717
01_sca_gbp+03_pb_usd+05_pb_aud,3,1069436.0,40764.0,2.5826676668558917,414081.92533804337,26.23481503287214,190861.0,82.40086346465192
01_sca_gbp+03_pb_usd+05_pb_aud+08_bfx,4,1086417.0,40842.0,2.5842268642663977,420403.10586602025,26.600484795063906,190685.0,82.35972478371853
01_sca_gbp+03_pb_usd+05_pb_aud+07_carry,4,1072849.0,40764.0,2.5826676668558917,415403.4271494456,26.318540869394564,187448.0,82.13766147266577
01_sca_gbp+03_pb_usd+05_pb_aud+07_carry+08_bfx,5,1089830.0,40842.0,2.5842268642663977,421723.81034719164,26.684050732089517,187272.0,82.09579420815908
01_sca_gbp+03_pb_usd+05_pb_aud+06_rsi_usd,4,1077696.0,41238.0,2.6138413541926804,412303.5234220865,26.13356612832824,184225.0,81.70963750149693
01_sca_gbp+03_pb_usd+05_pb_aud+06_rsi_usd+08_bfx,5,1094677.0,41316.0,2.6153604634674985,418556.83577500243,26.495231871429954,184049.0,81.66707341423913
01_sca_gbp+03_pb_usd+05_pb_aud+06_rsi_usd+07_carry,5,1081109.0,41238.0,2.6138413541926804,413609.2644895485,26.216329598913624,180812.0,81.42850709299707
01_sca_gbp+03_pb_usd+05_pb_aud+06_rsi_usd+07_carry+08_bfx,6,1098090.0,41316.0,2.6153604634674985,419861.8184141737,26.577839093813534,180636.0,81.38516435986159
01_sca_gbp+03_pb_usd+04_pb_gbp,3,1070135.0,40210.0,2.55013866894304,419637.9644105944,26.613653320069634,191592.0,82.65329893616104
01_sca_gbp+03_pb_usd+04_pb_gbp+08_bfx,4,1087116.0,40288.0,2.551742003479763,426028.96316223196,26.983617950754567,191416.0,82.61229844974622
01_sca_gbp+03_pb_usd+04_pb_gbp+07_carry,4,1073548.0,40210.0,2.55013866894304,420976.32300323306,26.698532703307635,188179.0,82.39407326972841
01_sca_gbp+03_pb_usd+04_pb_gbp+07_carry+08_bfx,5,1090529.0,40288.0,2.551742003479763,427366.4808248114,27.068333002382843,188003.0,82.35234853761209
