time,profit,magic,entry,position_id,type,volume,price,sl
1503604800,0.00,20260627,0,52,1,0.02,139.84500000,140.69500000
1503676798,-1781.00,20260627,1,52,0,0.02,140.69500000,140.69500000
1503950400,0.00,20260640,0,54,0,0.01,1307.66000000,1298.14000000
1504281598,1596.00,20260640,1,54,1,0.01,1326.70000000,1298.14000000
1504281600,0.00,20260640,0,56,0,0.01,1321.88000000,1310.23000000
1504799998,2094.00,20260640,1,56,1,0.01,1345.19000000,1310.23000000
1504857600,0.00,20260640,0,58,0,0.01,1354.12000000,1343.37000000
1504900798,-1253.00,20260640,1,58,1,0.01,1343.37000000,1343.37000000
1508860800,0.00,20260622,0,60,0,0.03,113.87700000,113.25200000
1508918400,0.00,20260640,0,61,1,0.01,1272.86000000,1281.95000000
1508947200,0.00,20260627,0,62,0,0.01,151.25100000,150.19900000
1509019197,-994.00,20260640,1,61,0,0.01,1281.95000000,1281.95000000
1509019199,-1043.00,20260627,1,62,1,0.01,150.19900000,150.19900000
1509019200,0.00,20260640,0,65,1,0.01,1277.81000000,1286.03000000
1509385498,-1838.00,20260622,1,60,1,0.03,113.25200000,113.25200000
1510171198,-788.00,20260640,1,65,0,0.01,1286.03000000,1286.03000000
1511323200,0.00,20260628,0,68,1,0.01,85.07000000,85.56700000
1512158397,-684.00,20260628,1,68,0,0.01,85.56700000,85.56700000
1515456000,0.00,20260628,0,70,0,0.01,88.73700000,88.28100000
1515499198,-456.00,20260628,1,70,1,0.01,88.28100000,88.28100000
1516636800,0.00,20260628,0,72,0,0.01,88.80100000,88.32000000
1516708798,-477.00,20260628,1,72,1,0.01,88.32000000,88.32000000
1517328000,0.00,20260640,0,74,0,0.01,1346.12000000,1335.05000000
1517587198,-1758.00,20260640,1,74,1,0.01,1335.05000000,1335.05000000
1518595200,0.00,20260622,0,76,1,0.03,107.15000000,107.85200000
1518761698,3854.00,20260622,1,76,0,0.03,105.74700000,107.85200000
1519315200,0.00,20260622,0,78,1,0.02,106.87100000,107.63100000
1519387200,0.00,20260628,0,79,1,0.01,83.59200000,84.22200000
1519754398,-1697.00,20260622,1,78,0,0.02,107.63100000,107.63100000
1520006400,0.00,20260622,0,81,1,0.03,105.41000000,106.10400000
1520279098,-2171.00,20260622,1,81,0,0.03,106.10400000,106.10400000
1520337600,0.00,20260622,0,83,1,0.03,105.85500000,106.49800000
1520563497,-2373.00,20260622,1,83,0,0.03,106.49800000,106.49800000
1520942398,-902.00,20260628,1,79,0,0.01,84.22200000,84.22200000
1521576000,0.00,20260628,0,86,1,0.01,81.79200000,82.44100000
1521676798,-666.00,20260628,1,86,0,0.01,82.44100000,82.44100000
1521777600,0.00,20260628,0,88,1,0.01,80.92800000,81.79400000
1522123198,-900.00,20260628,1,88,0,0.01,81.79400000,81.79400000
1522195200,0.00,20260622,0,90,1,0.03,105.32100000,105.95900000
1522246497,-1914.00,20260622,1,90,0,0.03,105.95900000,105.95900000
1526515200,0.00,20260622,0,92,0,0.04,110.40500000,109.93300000
1526893197,3796.00,20260622,1,92,1,0.04,111.35000000,109.93300000
1530000000,0.00,20260640,0,94,1,0.01,1263.58000000,1270.53000000
1530187198,1600.00,20260640,1,94,0,0.01,1249.67000000,1270.53000000
1530518400,0.00,20260640,0,96,1,0.01,1250.73000000,1258.04000000
1530691198,-788.00,20260640,1,96,0,0.01,1258.04000000,1258.04000000
1531468800,0.00,20260640,0,98,1,0.01,1244.65000000,1252.02000000
1531800000,0.00,20260622,0,99,0,0.04,112.42700000,112.00300000
1531857598,1688.00,20260640,1,98,0,0.01,1229.92000000,1252.02000000
1531857600,0.00,20260640,0,101,1,0.01,1226.62000000,1235.65000000
1532101498,-1655.00,20260622,1,99,1,0.04,112.00300000,112.00300000
1533268797,2268.00,20260640,1,101,0,0.01,1208.57000000,1235.65000000
1533556800,0.00,20260640,0,104,1,0.01,1212.56000000,1221.30000000
1534175998,2047.00,20260640,1,104,0,0.01,1195.09000000,1221.30000000
1534176000,0.00,20260640,0,106,1,0.01,1201.42000000,1210.48000000
1534363198,2053.00,20260640,1,106,0,0.01,1183.31000000,1210.48000000
1535011200,0.00,20260640,0,108,1,0.01,1191.63000000,1200.09000000
1535140798,-934.00,20260640,1,108,0,0.01,1200.09000000,1200.09000000
1538596800,0.00,20260622,0,110,0,0.04,114.36600000,113.88700000
1538673298,-1891.00,20260622,1,110,1,0.04,113.88700000,113.88700000
1545840000,0.00,20260627,0,112,1,0.02,140.20000000,140.99700000
1545883197,-1918.00,20260627,1,112,0,0.02,140.99700000,140.99700000
1546257600,0.00,20260640,0,114,0,0.01,1282.32000000,1274.07000000
1546977600,0.00,20260622,0,115,1,0.02,108.58100000,109.29500000
1547092800,0.00,20260628,0,116,1,0.01,77.31200000,78.01300000
1547164798,-701.00,20260628,1,116,0,0.01,78.01300000,78.01300000
1547761499,-2079.00,20260622,1,115,0,0.02,109.29500000,109.29500000
1548446397,-847.00,20260640,1,114,1,0.01,1298.82000000,1274.07000000
1549353600,0.00,20260640,0,120,0,0.01,1315.45000000,1307.81000000
1549511997,-1224.00,20260640,1,120,1,0.01,1307.81000000,1307.81000000
1549569600,0.00,20260640,0,122,0,0.01,1311.05000000,1303.37000000
1550159997,-1520.00,20260640,1,122,1,0.01,1303.37000000,1303.37000000
1558627200,0.00,20260628,0,124,1,0.01,75.60700000,76.06200000
1559131200,0.00,20260627,0,125,1,0.02,138.11100000,138.83200000
1559203198,-574.00,20260628,1,124,0,0.01,76.06200000,76.06200000
1559304000,0.00,20260628,0,127,1,0.01,75.23800000,75.74800000
1559721600,0.00,20260622,0,128,1,0.03,108.08400000,108.58900000
1559735998,-561.00,20260628,1,127,0,0.01,75.74800000,75.74800000
1559912399,-1870.00,20260622,1,128,0,0.03,108.58900000,108.58900000
1560326400,0.00,20260640,0,131,0,0.01,1332.51000000,1323.28000000
1560384000,0.00,20260628,0,132,1,0.01,75.14700000,75.44900000
1560513598,1617.00,20260640,1,131,1,0.01,1350.97000000,1323.28000000
1560974400,0.00,20260640,0,134,0,0.01,1346.18000000,1335.20000000
1561003198,2096.00,20260640,1,134,1,0.01,1368.15000000,1335.20000000
1561622398,-540.00,20260628,1,132,0,0.01,75.44900000,75.44900000
1561694400,0.00,20260640,0,137,0,0.01,1414.46000000,1397.21000000
1561953597,-1970.00,20260640,1,137,1,0.01,1397.21000000,1397.21000000
1562097600,0.00,20260640,0,139,0,0.01,1405.23000000,1388.20000000
1562155198,2935.00,20260627,1,125,0,0.02,135.22600000,138.83200000
1562356797,-2333.00,20260640,1,139,1,0.01,1388.20000000,1388.20000000
1562572800,0.00,20260627,0,142,1,0.04,135.72300000,136.17200000
1562644798,-1958.00,20260627,1,142,0,0.04,136.17200000,136.17200000
1562673600,0.00,20260627,0,144,1,0.03,135.80400000,136.37100000
1563192000,0.00,20260640,0,145,0,0.01,1416.66000000,1402.54000000
1563364798,-1727.00,20260640,1,145,1,0.01,1402.54000000,1402.54000000
1563393600,0.00,20260640,0,147,0,0.01,1422.47000000,1408.06000000
1563508797,2744.00,20260640,1,147,1,0.01,1451.30000000,1408.06000000
1563897600,0.00,20260640,0,149,0,0.01,1426.81000000,1412.79000000
1564084798,-1910.00,20260640,1,149,1,0.01,1412.79000000,1412.79000000
1564372800,0.00,20260640,0,151,0,0.01,1421.48000000,1409.70000000
1564415998,4364.00,20260627,1,144,0,0.03,133.53700000,136.37100000
1564631998,-1763.00,20260640,1,151,1,0.01,1409.70000000,1409.70000000
1566417600,0.00,20260640,0,154,0,0.01,1506.36000000,1493.99000000
1566489598,-1633.00,20260640,1,154,1,0.01,1493.99000000,1493.99000000
1566590400,0.00,20260640,0,156,0,0.01,1527.15000000,1513.26000000
1566791997,2921.00,20260640,1,156,1,0.01,1554.94000000,1513.26000000
1567454400,0.00,20260628,0,158,1,0.01,71.27000000,71.71600000
1567555198,-463.00,20260628,1,158,0,0.01,71.71600000,71.71600000
1571716800,0.00,20260628,0,160,0,0.01,74.73300000,74.35700000
1571759998,-376.00,20260628,1,160,1,0.01,74.35700000,74.35700000
1571846400,0.00,20260627,0,162,0,0.01,139.81000000,138.39600000
1575028800,0.00,20260640,0,163,1,0.01,1456.08000000,1462.06000000
1575057598,-649.00,20260640,1,163,0,0.01,1462.06000000,1462.06000000
1576209597,5813.00,20260627,1,162,1,0.01,145.46400000,138.39600000
1577980800,0.00,20260640,0,166,0,0.01,1528.25000000,1519.63000000
1578052798,1484.00,20260640,1,166,1,0.01,1545.48000000,1519.63000000
1579507200,0.00,20260640,0,168,0,0.01,1562.01000000,1552.30000000
1579622398,-1152.00,20260640,1,168,1,0.01,1552.30000000,1552.30000000
1579694400,0.00,20260640,0,170,0,0.01,1557.24000000,1545.01000000
1580097597,2172.00,20260640,1,170,1,0.01,1581.70000000,1545.01000000
1580414400,0.00,20260640,0,172,0,0.01,1584.97000000,1571.55000000
1580443198,-1554.00,20260640,1,172,1,0.01,1571.55000000,1571.55000000
1580472000,0.00,20260640,0,174,0,0.01,1579.58000000,1566.71000000
1580817598,-1592.00,20260640,1,174,1,0.01,1566.71000000,1566.71000000
1583481600,0.00,20260628,0,176,1,0.01,69.78600000,70.56600000
1583726398,3884.00,20260628,1,176,0,0.01,65.88500000,70.56600000
1589961600,0.00,20260640,0,178,0,0.01,1747.39000000,1726.37000000
1590091198,-2573.00,20260640,1,178,1,0.01,1726.37000000,1726.37000000
1590148800,0.00,20260640,0,180,0,0.01,1737.24000000,1718.86000000
1590379200,0.00,20260628,0,181,0,0.01,70.42500000,69.83200000
1590523198,-2190.00,20260640,1,180,1,0.01,1718.86000000,1718.86000000
1591099197,2999.00,20260628,1,181,1,0.01,73.39200000,69.83200000
1591617600,0.00,20260628,0,184,0,0.01,76.63400000,75.66300000
1591646398,-971.00,20260628,1,184,1,0.01,75.66300000,75.66300000
1594152000,0.00,20260628,0,186,0,0.01,74.90100000,74.38600000
1594353598,-495.00,20260628,1,186,1,0.01,74.38600000,74.38600000
1594627200,0.00,20260628,0,188,0,0.01,74.51900000,74.04800000
1595001600,0.00,20260640,0,189,0,0.01,1805.76000000,1793.99000000
1595347198,2363.00,20260640,1,189,1,0.01,1829.31000000,1793.99000000
1596168000,0.00,20260640,0,191,0,0.01,1958.73000000,1930.77000000
1596599997,5781.00,20260640,1,191,1,0.01,2014.65000000,1930.77000000
1596600000,0.00,20260640,0,193,0,0.01,2021.14000000,1996.94000000
1596743997,4964.00,20260640,1,193,1,0.01,2069.53000000,1996.94000000
1597060800,0.00,20260627,0,195,0,0.02,138.56800000,137.82800000
1598529598,2544.00,20260628,1,188,1,0.01,76.87500000,74.04800000
1598601598,6043.00,20260627,1,195,1,0.02,141.52800000,137.82800000
1603195200,0.00,20260628,0,198,1,0.01,74.25900000,74.74300000
1603425597,-569.00,20260628,1,198,0,0.01,74.74300000,74.74300000
1603440000,0.00,20260628,0,200,1,0.01,74.46000000,74.92000000
1603468798,-460.00,20260628,1,200,0,0.01,74.92000000,74.92000000
1606708800,0.00,20260640,0,202,1,0.01,1782.86000000,1801.11000000
1606838398,-1970.00,20260640,1,202,0,0.01,1801.11000000,1801.11000000
1607587200,0.00,20260628,0,204,0,0.01,78.02300000,77.54400000
1608566397,-443.00,20260628,1,204,1,0.01,77.54400000,77.54400000
1608782400,0.00,20260628,0,206,0,0.01,78.60500000,78.09400000
1612814398,2731.00,20260628,1,206,1,0.01,81.16000000,78.09400000
1612843200,0.00,20260627,0,208,0,0.03,144.64400000,144.05600000
1612886397,-1764.00,20260627,1,208,1,0.03,144.05600000,144.05600000
1612900800,0.00,20260627,0,210,0,0.03,144.29600000,143.70100000
1612915200,0.00,20260628,0,211,0,0.01,80.98900000,80.62500000
1613447998,7207.00,20260627,1,210,1,0.03,146.67700000,143.70100000
1613448000,0.00,20260627,0,213,0,0.03,147.08600000,146.40000000
1613750398,1865.00,20260628,1,211,1,0.01,82.81000000,80.62500000
1614139198,8311.00,20260627,1,213,1,0.03,149.83200000,146.40000000
1614182400,0.00,20260640,0,216,1,0.01,1790.25000000,1810.73000000
1614369598,4496.00,20260640,1,216,0,0.01,1749.30000000,1810.73000000
1614758400,0.00,20260622,0,218,0,0.05,106.87600000,106.50400000
1614844800,0.00,20260627,0,219,0,0.02,149.42200000,148.50700000
1614880798,3757.00,20260622,1,218,1,0.05,107.62100000,106.50400000
1615449600,0.00,20260622,0,221,0,0.03,108.70800000,108.08400000
1615449600,0.00,20260628,0,222,0,0.01,84.24600000,83.68200000
1615536000,0.00,20260640,0,223,1,0.01,1718.03000000,1734.98000000
1615881598,-1825.00,20260640,1,223,0,0.01,1734.98000000,1734.98000000
1616486398,-524.00,20260628,1,222,1,0.01,83.68200000,83.68200000
1617083998,3851.00,20260622,1,221,1,0.03,109.95700000,108.08400000
1617091200,0.00,20260640,0,227,1,0.01,1707.73000000,1721.38000000
1617119998,3001.00,20260640,1,227,0,0.01,1680.44000000,1721.38000000
1617335998,7498.00,20260627,1,219,1,0.02,153.08200000,148.50700000
1617379200,0.00,20260622,0,230,0,0.04,110.61900000,110.15700000
1617642898,-1840.00,20260622,1,230,1,0.04,110.15700000,110.15700000
1621238400,0.00,20260640,0,232,0,0.01,1852.93000000,1836.36000000
1621454398,3450.00,20260640,1,232,1,0.01,1886.07000000,1836.36000000
1621454400,0.00,20260640,0,234,0,0.01,1882.24000000,1861.52000000
1622505600,0.00,20260627,0,235,0,0.03,155.82000000,155.18000000
1622577598,-1920.00,20260627,1,235,1,0.03,155.18000000,155.18000000
1622793598,-4044.00,20260640,1,234,1,0.01,1861.52000000,1861.52000000
1627300800,0.00,20260628,0,238,1,0.01,80.95500000,81.50400000
1627329598,-549.00,20260628,1,238,0,0.01,81.50400000,81.50400000
1627387200,0.00,20260628,0,240,1,0.01,80.88800000,81.41900000
1628697598,-786.00,20260628,1,240,0,0.01,81.41900000,81.41900000
1634241600,0.00,20260628,0,242,0,0.01,84.25100000,83.65800000
1634270400,0.00,20260622,0,243,0,0.04,113.89400000,113.42000000
1634939998,-1839.00,20260622,1,243,1,0.04,113.42000000,113.42000000
1635264000,0.00,20260622,0,245,0,0.04,114.14300000,113.65000000
1635335998,-1964.00,20260622,1,245,1,0.04,113.65000000,113.65000000
1636444798,-497.00,20260628,1,242,1,0.01,83.65800000,83.65800000
1637020800,0.00,20260622,0,248,0,0.05,114.13300000,113.74000000
1637064000,0.00,20260640,0,249,0,0.01,1873.42000000,1856.88000000
1637092798,-1896.00,20260640,1,249,1,0.01,1856.88000000,1856.88000000
1637112599,3941.00,20260622,1,248,1,0.05,114.91900000,113.74000000
1637208000,0.00,20260640,0,252,0,0.01,1868.44000000,1853.17000000
1637323197,-1857.00,20260640,1,252,1,0.01,1853.17000000,1853.17000000
1647432000,0.00,20260622,0,254,0,0.03,118.33500000,117.79900000
1647576000,0.00,20260628,0,255,0,0.01,87.65700000,86.90500000
1647890998,3244.00,20260622,1,254,1,0.03,119.40600000,117.79900000
1648137598,3783.00,20260628,1,255,1,0.01,91.41600000,86.90500000
1648828800,0.00,20260628,0,258,0,0.01,92.29200000,91.28700000
1649217600,0.00,20260622,0,259,0,0.02,123.83900000,123.12200000
1649669398,2889.00,20260622,1,259,1,0.02,125.27300000,123.12200000
1649851200,0.00,20260627,0,261,0,0.02,163.94500000,162.97700000
1649952000,0.00,20260622,0,262,0,0.02,125.54400000,124.62400000
1650341698,3690.00,20260622,1,262,1,0.02,127.38300000,124.62400000
1650427198,7789.00,20260627,1,261,1,0.02,167.81800000,162.97700000
1650513600,0.00,20260622,0,265,0,0.01,128.16100000,127.00400000
1650916798,-917.00,20260628,1,258,1,0.01,91.28700000,91.28700000
1651022098,-1149.00,20260622,1,265,1,0.01,127.00400000,127.00400000
1651060800,0.00,20260622,0,268,0,0.01,127.96900000,126.72100000
1651139998,2501.00,20260622,1,268,1,0.01,130.46400000,126.72100000
1651147200,0.00,20260622,0,270,0,0.01,130.93500000,129.63400000
1651255198,-1299.00,20260622,1,270,1,0.01,129.63400000,129.63400000
1651464000,0.00,20260622,0,272,0,0.01,130.06900000,128.68800000
1651701598,-1377.00,20260622,1,272,1,0.01,128.68800000,128.68800000
1651766400,0.00,20260622,0,274,0,0.02,129.90900000,129.01000000
1652350498,-1769.00,20260622,1,274,1,0.02,129.01000000,129.01000000
1657008000,0.00,20260622,0,276,0,0.02,136.26300000,135.28100000
1657081798,-1960.00,20260622,1,276,1,0.02,135.28100000,135.28100000
1657555200,0.00,20260622,0,278,0,0.02,137.59600000,136.53000000
1657612800,0.00,20260640,0,279,1,0.01,1728.65000000,1745.53000000
1657646098,-2128.00,20260622,1,278,1,0.02,136.53000000,136.53000000
1657728000,0.00,20260622,0,281,0,0.02,137.59200000,136.77400000
1657742398,-2300.00,20260640,1,279,0,0.01,1745.53000000,1745.53000000
1657797298,3285.00,20260622,1,281,1,0.02,139.22800000,136.77400000
1658203200,0.00,20260622,0,284,0,0.03,138.24600000,137.52800000
1658236498,-2154.00,20260622,1,284,1,0.03,137.52800000,137.52800000
1658318400,0.00,20260640,0,286,1,0.01,1707.93000000,1722.04000000
1658505598,-1877.00,20260640,1,286,0,0.01,1722.04000000,1722.04000000
1663747200,0.00,20260640,0,288,1,0.01,1661.92000000,1675.83000000
1663761598,-1913.00,20260640,1,288,0,0.01,1675.83000000,1675.83000000
1663790400,0.00,20260640,0,290,1,0.01,1665.17000000,1679.78000000
1663862398,-1962.00,20260640,1,290,0,0.01,1679.78000000,1679.78000000
1664352000,0.00,20260640,0,292,1,0.01,1623.44000000,1645.83000000
1664395198,-3079.00,20260640,1,292,0,0.01,1645.83000000,1645.83000000
1665100800,0.00,20260622,0,294,0,0.02,145.14700000,144.32300000
1665589497,3308.00,20260622,1,294,1,0.02,146.79500000,144.32300000
1665590400,0.00,20260622,0,296,0,0.03,146.74400000,146.09300000
1665767697,3934.00,20260622,1,296,1,0.03,148.04700000,146.09300000
1666166400,0.00,20260622,0,298,0,0.03,149.30100000,148.59200000
1666351798,4276.00,20260622,1,298,1,0.03,150.71800000,148.59200000
1670515200,0.00,20260640,0,300,0,0.01,1789.64000000,1775.35000000
1670961597,3907.00,20260640,1,300,1,0.01,1818.22000000,1775.35000000
1671537600,0.00,20260640,0,302,0,0.01,1807.35000000,1790.17000000
1672329600,0.00,20260622,0,303,1,0.02,133.16200000,134.21000000
1672430398,4131.00,20260622,1,303,0,0.02,131.06700000,134.21000000
1672732798,2672.00,20260640,1,302,1,0.01,1841.71000000,1790.17000000
1672833600,0.00,20260622,0,306,1,0.01,130.41500000,131.80100000
1672853397,-1386.00,20260622,1,306,0,0.01,131.80100000,131.80100000
1673424000,0.00,20260640,0,308,0,0.01,1882.55000000,1866.41000000
1673496000,0.00,20260622,0,309,1,0.02,131.66200000,132.74400000
1673552697,4328.00,20260622,1,309,0,0.02,129.49800000,132.74400000
1673639998,3702.00,20260640,1,308,1,0.01,1914.83000000,1866.41000000
1673971200,0.00,20260640,0,312,0,0.01,1913.13000000,1894.84000000
1675296000,0.00,20260622,0,313,1,0.02,128.89800000,129.89800000
1675310397,2638.00,20260640,1,312,1,0.01,1949.72000000,1894.84000000
1675439098,-2059.00,20260622,1,313,0,0.02,129.89800000,129.89800000
1680710400,0.00,20260640,0,316,0,0.01,2031.68000000,2010.00000000
1680724798,-2818.00,20260640,1,316,1,0.01,2010.00000000,2010.00000000
1681200000,0.00,20260640,0,318,0,0.01,1999.97000000,1980.38000000
1681401598,4630.00,20260640,1,318,1,0.01,2039.16000000,1980.38000000
1681401600,0.00,20260640,0,320,0,0.01,2045.27000000,2021.53000000
1681487998,-3201.00,20260640,1,320,1,0.01,2021.53000000,2021.53000000
1683662400,0.00,20260627,0,322,0,0.02,170.59400000,169.55000000
1683748798,-2082.00,20260627,1,322,1,0.02,169.55000000,169.55000000
1684929600,0.00,20260622,0,324,0,0.02,138.58200000,137.71900000
1685115898,3467.00,20260622,1,324,1,0.02,140.30700000,137.71900000
1685332800,0.00,20260627,0,326,0,0.02,173.79800000,172.74100000
1685534397,-2102.00,20260627,1,326,1,0.02,172.74100000,172.74100000
1685966400,0.00,20260622,0,328,0,0.02,140.26900000,139.32200000
1685985297,-1894.00,20260622,1,328,1,0.02,139.32200000,139.32200000
1686312000,0.00,20260622,0,330,0,0.02,139.66600000,138.80700000
1686340800,0.00,20260627,0,331,0,0.02,175.36300000,174.43700000
1686599998,-1846.00,20260627,1,331,1,0.02,174.43700000,174.43700000
1686628800,0.00,20260627,0,333,0,0.03,174.83000000,173.99700000
1686815998,10030.00,20260627,1,333,1,0.03,178.16100000,173.99700000
1686816000,0.00,20260627,0,335,0,0.02,178.55900000,177.40600000
1686816897,3459.00,20260622,1,330,1,0.02,141.38300000,138.80700000
1687420800,0.00,20260640,0,337,1,0.01,1929.66000000,1944.17000000
1687464000,0.00,20260622,0,338,0,0.03,142.99300000,142.20000000
1687895998,9283.00,20260627,1,335,1,0.02,183.17000000,177.40600000
1687975198,4779.00,20260622,1,338,1,0.03,144.57800000,142.20000000
1688054398,4313.00,20260640,1,337,0,0.01,1900.63000000,1944.17000000
1688054400,0.00,20260640,0,342,1,0.01,1896.05000000,1912.57000000
1688068798,-2389.00,20260640,1,342,0,0.01,1912.57000000,1912.57000000
1688356800,0.00,20260622,0,344,0,0.03,144.45400000,143.71100000
1688371200,0.00,20260627,0,345,0,0.02,183.53200000,182.53000000
1688633097,-2198.00,20260622,1,344,1,0.03,143.71100000,143.71100000
1688644797,-1973.00,20260627,1,345,1,0.02,182.53000000,182.53000000
1688659200,0.00,20260627,0,348,0,0.02,183.81700000,182.70000000
1688731198,-2228.00,20260627,1,348,1,0.02,182.70000000,182.70000000
1693310400,0.00,20260622,0,350,0,0.04,146.52200000,145.92200000
1693334698,-2400.00,20260622,1,350,1,0.04,145.92200000,145.92200000
1693396800,0.00,20260622,0,352,0,0.03,146.45300000,145.64500000
1693413897,-2424.00,20260622,1,352,1,0.03,145.64500000,145.64500000
1694174400,0.00,20260622,0,354,0,0.03,147.41900000,146.60300000
1694411098,-2442.00,20260622,1,354,1,0.03,146.60300000,146.60300000
1694692800,0.00,20260622,0,356,0,0.04,147.30100000,146.69600000
1695641398,4917.00,20260622,1,356,1,0.04,148.51200000,146.69600000
1695657600,0.00,20260622,0,358,0,0.03,148.74700000,148.07600000
1696353297,4078.00,20260622,1,358,1,0.03,150.09000000,148.07600000
1700712000,0.00,20260640,0,360,0,0.01,1993.75000000,1977.55000000
1700827200,0.00,20260628,0,361,0,0.01,98.22500000,97.75800000
1701201598,4461.00,20260640,1,360,1,0.01,2026.14000000,1977.55000000
1701201600,0.00,20260640,0,363,0,0.01,2040.90000000,2024.62000000
1701230398,-455.00,20260628,1,361,1,0.01,97.75800000,97.75800000
1701662398,4086.00,20260640,1,363,1,0.01,2073.46000000,2024.62000000
1703736000,0.00,20260640,0,366,0,0.01,2087.25000000,2071.89000000
1703750400,0.00,20260622,0,367,1,0.03,141.14100000,141.91700000
1703779198,-2163.00,20260640,1,366,1,0.01,2071.89000000,2071.89000000
1703836800,0.00,20260640,0,369,0,0.01,2072.32000000,2056.04000000
1703851198,-2417.00,20260622,1,367,0,0.03,141.91700000,141.91700000
1703880000,0.00,20260622,0,371,1,0.02,140.83100000,142.00700000
1704205797,-2411.00,20260622,1,371,0,0.02,142.00700000,142.00700000
1704225598,-2439.00,20260640,1,369,1,0.01,2056.04000000,2056.04000000
1707408000,0.00,20260622,0,374,0,0.03,149.40500000,148.62600000
1707768000,0.00,20260627,0,375,0,0.03,188.67100000,187.92300000
1709783097,-2165.00,20260622,1,374,1,0.03,148.62600000,148.62600000
1709899200,0.00,20260640,0,377,0,0.01,2169.29000000,2148.94000000
1710748798,-4081.00,20260640,1,377,1,0.01,2148.94000000,2148.94000000
1710878398,9302.00,20260627,1,375,1,0.03,191.66200000,187.92300000
1711612800,0.00,20260640,0,380,0,0.01,2197.38000000,2175.31000000
1711943998,6294.00,20260640,1,380,1,0.01,2241.52000000,2175.31000000
1712318400,0.00,20260640,0,382,0,0.01,2288.25000000,2260.63000000
1712563198,8077.00,20260640,1,382,1,0.01,2343.50000000,2260.63000000
