proposal_id,family,description,parameter_json
C020,B1,Bfx建玉急減閾値 12.5%,"{""BfxDropPct"": 12.5, ""BfxHoldDays"": 10, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C021,B1,Bfx建玉急減閾値 15.0%,"{""BfxDropPct"": 15.0, ""BfxHoldDays"": 10, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C022,B1,Bfx建玉急減閾値 20.0%,"{""BfxDropPct"": 20.0, ""BfxHoldDays"": 10, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C023,B2,Bfx観測窓 3日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 10, ""BfxLookbackDays"": 3, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C024,B2,Bfx観測窓 5日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 10, ""BfxLookbackDays"": 5, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C025,B2,Bfx観測窓 7日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 10, ""BfxLookbackDays"": 7, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C026,B2,Bfx観測窓 15日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 10, ""BfxLookbackDays"": 15, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C027,B2,Bfx観測窓 20日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 10, ""BfxLookbackDays"": 20, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C028,B3,Bfx保有 3日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 3, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C029,B3,Bfx保有 5日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 5, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C030,B3,Bfx保有 7日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 7, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C031,B3,Bfx保有 15日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 15, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C032,B3,Bfx保有 20日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 20, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C033,B3,Bfx保有 30日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 30, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C034,B4,Bfx閾値 7.5%・保有 5日,"{""BfxDropPct"": 7.5, ""BfxHoldDays"": 5, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C035,B4,Bfx閾値 7.5%・保有 20日,"{""BfxDropPct"": 7.5, ""BfxHoldDays"": 20, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C036,B4,Bfx閾値 12.5%・保有 5日,"{""BfxDropPct"": 12.5, ""BfxHoldDays"": 5, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C037,B4,Bfx閾値 12.5%・保有 20日,"{""BfxDropPct"": 12.5, ""BfxHoldDays"": 20, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}"
C038,X1,両枠同時の有望仮説（未測定）: funding -0.002/10日・Bfx 7.5%/5日,"{""BfxDropPct"": 7.5, ""BfxHoldDays"": 5, ""BfxLookbackDays"": 10, ""FundMaxHold"": 10, ""FundThreshold"": -0.002}"
C039,X1,両枠同時の有望仮説（未測定）: funding -0.004/10日・Bfx 12.5%/5日,"{""BfxDropPct"": 12.5, ""BfxHoldDays"": 5, ""BfxLookbackDays"": 10, ""FundMaxHold"": 10, ""FundThreshold"": -0.004}"
C040,X1,両枠同時の有望仮説（未測定）: funding -0.002/30日・Bfx 12.5%/20日,"{""BfxDropPct"": 12.5, ""BfxHoldDays"": 20, ""BfxLookbackDays"": 10, ""FundMaxHold"": 30, ""FundThreshold"": -0.002}"
C041,X1,両枠同時の有望仮説（未測定）: funding -0.004/30日・Bfx 7.5%/20日,"{""BfxDropPct"": 7.5, ""BfxHoldDays"": 20, ""BfxLookbackDays"": 10, ""FundMaxHold"": 30, ""FundThreshold"": -0.004}"
